Year,State,Income Level,Percent of Total,Number of Households
2009,New Mexico,"$35,000 to $39,999",0.0561,41322
2009,New Mexico,"$40,000 to $44,999",0.0519,38226
2009,New Mexico,"$45,000 to $49,999",0.0464,34150
2009,New Mexico,"$50,000 to $59,999",0.0805,59276
2009,New Mexico,"$60,000 to $74,999",0.0986,72621
2009,New Mexico,"$75,000 to $99,999",0.1081,79663
2009,New Mexico,"$100,000 to $124,999",0.0606,44665
2009,New Mexico,"$125,000 to $149,999",0.0323,23768
2009,New Mexico,"$150,000 to $199,999",0.029,21357
2009,New Mexico,"$200,000 or more",0.0226,16640
2009,New Mexico,"Less than $10,000",0.0948,69841
2009,New York,"$10,000 to $14,999",0.0542,386730
2009,New York,"$15,000 to $19,999",0.0502,358135
2009,New York,"$20,000 to $24,999",0.0494,352438
2009,New York,"$25,000 to $29,999",0.0471,336172
2009,New York,"$30,000 to $34,999",0.0471,336433
2009,New York,"$35,000 to $39,999",0.0441,314786
2009,New York,"$40,000 to $44,999",0.0432,307983
2009,New York,"$45,000 to $49,999",0.0393,280749
2009,New York,"$50,000 to $59,999",0.0769,548826
2009,New York,"$60,000 to $74,999",0.0979,699054
2009,New York,"$75,000 to $99,999",0.122,870891
2009,New York,"$100,000 to $124,999",0.0828,590703
2009,New York,"$125,000 to $149,999",0.0505,360501
2009,New York,"$150,000 to $199,999",0.053,378476
2009,New York,"$200,000 or more",0.0596,425323
2009,New York,"Less than $10,000",0.0826,589813
2009,North Carolina,"$10,000 to $14,999",0.0644,228032
2009,North Carolina,"$15,000 to $19,999",0.0605,214410
2009,North Carolina,"$20,000 to $24,999",0.0618,218948
2009,North Carolina,"$25,000 to $29,999",0.0603,213636
2009,North Carolina,"$30,000 to $34,999",0.0597,211360
2009,North Carolina,"$35,000 to $39,999",0.0536,189874
2009,North Carolina,"$40,000 to $44,999",0.0524,185424
2009,North Carolina,"$45,000 to $49,999",0.0467,165495
2009,North Carolina,"$50,000 to $59,999",0.0855,302902
2009,North Carolina,"$60,000 to $74,999",0.1012,358560
2009,North Carolina,"$75,000 to $99,999",0.1116,395366
2009,North Carolina,"$100,000 to $124,999",0.0631,223312
2009,North Carolina,"$125,000 to $149,999",0.0339,120225
2009,North Carolina,"$150,000 to $199,999",0.0299,105901
2009,North Carolina,"$200,000 or more",0.0286,101458
2009,North Carolina,"Less than $10,000",0.0867,306904
2009,North Dakota,"$10,000 to $14,999",0.0648,17701
2009,North Dakota,"$15,000 to $19,999",0.06,16385
2009,North Dakota,"$20,000 to $24,999",0.0621,16953
2009,North Dakota,"$25,000 to $29,999",0.0623,17017
2009,North Dakota,"$30,000 to $34,999",0.061,16646
2009,North Dakota,"$35,000 to $39,999",0.0518,14147
2009,North Dakota,"$40,000 to $44,999",0.0534,14584
2009,North Dakota,"$45,000 to $49,999",0.0487,13310
2009,North Dakota,"$50,000 to $59,999",0.0894,24413
2009,North Dakota,"$60,000 to $74,999",0.1122,30622
2009,North Dakota,"$75,000 to $99,999",0.1175,32074
2009,North Dakota,"$100,000 to $124,999",0.0635,17336
2009,North Dakota,"$125,000 to $149,999",0.0282,7693
2009,North Dakota,"$150,000 to $199,999",0.0216,5898
2009,North Dakota,"$200,000 or more",0.0203,5555
2009,North Dakota,"Less than $10,000",0.0831,22701
2009,Ohio,"$10,000 to $14,999",0.0598,270738
2009,Ohio,"$15,000 to $19,999",0.0577,261217
2009,Ohio,"$20,000 to $24,999",0.0585,264718
2009,Ohio,"$25,000 to $29,999",0.0574,259965
2009,Ohio,"$30,000 to $34,999",0.0576,260864
2009,Ohio,"$35,000 to $39,999",0.0534,241773
2009,Ohio,"$40,000 to $44,999",0.0519,234967
2009,Ohio,"$45,000 to $49,999",0.0476,215512
2009,Ohio,"$50,000 to $59,999",0.0868,393054
2009,Ohio,"$60,000 to $74,999",0.1079,488335
2009,Ohio,"$75,000 to $99,999",0.1204,545023
2009,Ohio,"$100,000 to $124,999",0.068,307910
2009,Ohio,"$125,000 to $149,999",0.0356,161089
2009,Ohio,"$150,000 to $199,999",0.0304,137416
2009,Ohio,"$200,000 or more",0.0242,109580
2009,Ohio,"Less than $10,000",0.0826,374003
2009,Oklahoma,"$10,000 to $14,999",0.069,96971
2009,Oklahoma,"$15,000 to $19,999",0.0666,93510
2009,Oklahoma,"$20,000 to $24,999",0.0673,94612
2009,Oklahoma,"$25,000 to $29,999",0.0648,91042
2009,Oklahoma,"$30,000 to $34,999",0.0627,88114
2009,Oklahoma,"$35,000 to $39,999",0.0569,79978
2009,Oklahoma,"$40,000 to $44,999",0.0528,74200
2009,Oklahoma,"$45,000 to $49,999",0.0465,65400
2009,Oklahoma,"$50,000 to $59,999",0.0863,121283
2009,Oklahoma,"$60,000 to $74,999",0.1005,141137
2009,Oklahoma,"$75,000 to $99,999",0.1054,148083
2009,Oklahoma,"$100,000 to $124,999",0.0563,79108
2009,Oklahoma,"$125,000 to $149,999",0.0284,39876
2009,Oklahoma,"$150,000 to $199,999",0.0224,31441
2009,Oklahoma,"$200,000 or more",0.0214,30055
2009,Oklahoma,"Less than $10,000",0.0927,130195
2009,Oregon,"$10,000 to $14,999",0.058,84894
2009,Oregon,"$15,000 to $19,999",0.0559,81796
2009,Oregon,"$20,000 to $24,999",0.0577,84450
2009,Oregon,"$25,000 to $29,999",0.0567,83043
2009,Oregon,"$30,000 to $34,999",0.0564,82649
2009,Oregon,"$35,000 to $39,999",0.0534,78254
2009,Oregon,"$40,000 to $44,999",0.0516,75529
2009,Oregon,"$45,000 to $49,999",0.0464,68008
2009,Oregon,"$50,000 to $59,999",0.0903,132166
2009,Oregon,"$60,000 to $74,999",0.1076,157593
2009,Oregon,"$75,000 to $99,999",0.1226,179482
2009,Oregon,"$100,000 to $124,999",0.0709,103820
2009,Oregon,"$125,000 to $149,999",0.0382,55866
2009,Oregon,"$150,000 to $199,999",0.0325,47603
2009,Oregon,"$200,000 or more",0.029,42529
2009,Oregon,"Less than $10,000",0.0727,106514
2009,Pennsylvania,"$10,000 to $14,999",0.0599,293211
2009,Pennsylvania,"$15,000 to $19,999",0.0574,280999
2009,Pennsylvania,"$20,000 to $24,999",0.0569,278605
2009,Pennsylvania,"$25,000 to $29,999",0.0553,270676
2009,Pennsylvania,"$30,000 to $34,999",0.055,269132
2009,Pennsylvania,"$35,000 to $39,999",0.0501,245376
2009,Pennsylvania,"$40,000 to $44,999",0.0495,242174
2009,Pennsylvania,"$45,000 to $49,999",0.0451,220778
2009,Pennsylvania,"$50,000 to $59,999",0.0854,417658
2009,Pennsylvania,"$60,000 to $74,999",0.1061,519049
2009,Pennsylvania,"$75,000 to $99,999",0.1232,602849
2009,Pennsylvania,"$100,000 to $124,999",0.0735,359736
2009,Pennsylvania,"$125,000 to $149,999",0.04,195571
2009,Pennsylvania,"$150,000 to $199,999",0.0361,176468
2009,Pennsylvania,"$200,000 or more",0.0334,163652
2009,Pennsylvania,"Less than $10,000",0.073,357193
2009,Puerto Rico,"$10,000 to $14,999",0.1263,153343
2009,Puerto Rico,"$15,000 to $19,999",0.0962,116805
2009,Puerto Rico,"$20,000 to $24,999",0.0787,95531
2009,Puerto Rico,"$25,000 to $29,999",0.0665,80715
2009,Puerto Rico,"$30,000 to $34,999",0.0567,68773
2009,Puerto Rico,"$35,000 to $39,999",0.0453,55043
2009,Puerto Rico,"$40,000 to $44,999",0.0386,46802
2009,Puerto Rico,"$45,000 to $49,999",0.0302,36680
2009,Puerto Rico,"$50,000 to $59,999",0.047,57101
2009,Puerto Rico,"$60,000 to $74,999",0.043,52233
2009,Puerto Rico,"$75,000 to $99,999",0.034,41328
2009,Puerto Rico,"$100,000 to $124,999",0.0158,19220
2009,Puerto Rico,"$125,000 to $149,999",0.0072,8714
2009,Puerto Rico,"$150,000 to $199,999",0.0062,7505
2009,Puerto Rico,"$200,000 or more",0.0064,7744
2009,Puerto Rico,"Less than $10,000",0.3018,366402
2009,Rhode Island,"$10,000 to $14,999",0.0584,23599
2009,Rhode Island,"$15,000 to $19,999",0.0489,19749
2009,Rhode Island,"$20,000 to $24,999",0.0497,20072
2009,Rhode Island,"$25,000 to $29,999",0.0468,18900
2009,Rhode Island,"$30,000 to $34,999",0.0462,18673
2009,Rhode Island,"$35,000 to $39,999",0.0443,17905
2009,Rhode Island,"$40,000 to $44,999",0.0443,17921
2009,Rhode Island,"$45,000 to $49,999",0.0397,16048
2009,Rhode Island,"$50,000 to $59,999",0.0791,31987
2009,Rhode Island,"$60,000 to $74,999",0.1023,41347
2009,Rhode Island,"$75,000 to $99,999",0.1399,56567
2009,Rhode Island,"$100,000 to $124,999",0.0887,35853
2009,Rhode Island,"$125,000 to $149,999",0.051,20609
2009,Rhode Island,"$150,000 to $199,999",0.0474,19150
2009,Rhode Island,"$200,000 or more",0.0385,15543
2009,Rhode Island,"Less than $10,000",0.075,30304
2009,South Carolina,"$10,000 to $14,999",0.0657,111315
2009,South Carolina,"$15,000 to $19,999",0.0631,106777
2009,South Carolina,"$20,000 to $24,999",0.0633,107133
2009,South Carolina,"$25,000 to $29,999",0.0621,105127
2009,South Carolina,"$30,000 to $34,999",0.0603,102087
2009,South Carolina,"$35,000 to $39,999",0.0534,90489
2009,South Carolina,"$40,000 to $44,999",0.0515,87141
2009,South Carolina,"$45,000 to $49,999",0.0469,79491
2009,South Carolina,"$50,000 to $59,999",0.0842,142521
2009,South Carolina,"$60,000 to $74,999",0.1017,172217
2009,South Carolina,"$75,000 to $99,999",0.1121,189787
2009,South Carolina,"$100,000 to $124,999",0.0615,104100
2009,South Carolina,"$125,000 to $149,999",0.0303,51267
2009,South Carolina,"$150,000 to $199,999",0.0261,44154
2009,South Carolina,"$200,000 or more",0.0231,39129
2009,South Carolina,"Less than $10,000",0.0949,160653
2009,South Dakota,"$10,000 to $14,999",0.0637,20036
2009,South Dakota,"$15,000 to $19,999",0.0583,18360
2009,South Dakota,"$20,000 to $24,999",0.0651,20492
2009,South Dakota,"$25,000 to $29,999",0.0635,19997
2009,South Dakota,"$30,000 to $34,999",0.0623,19602
2009,South Dakota,"$35,000 to $39,999",0.0562,17679
2009,South Dakota,"$40,000 to $44,999",0.0544,17118
2009,South Dakota,"$45,000 to $49,999",0.052,16372
2009,South Dakota,"$50,000 to $59,999",0.0947,29798
2009,South Dakota,"$60,000 to $74,999",0.1163,36593
2009,South Dakota,"$75,000 to $99,999",0.1156,36372
2009,South Dakota,"$100,000 to $124,999",0.0558,17572
2009,South Dakota,"$125,000 to $149,999",0.0241,7574
2009,South Dakota,"$150,000 to $199,999",0.0195,6130
2009,South Dakota,"$200,000 or more",0.0203,6384
2009,South Dakota,"Less than $10,000",0.0782,24595
2009,Tennessee,"$10,000 to $14,999",0.0686,165587
2009,Tennessee,"$15,000 to $19,999",0.0637,153742
2009,Tennessee,"$20,000 to $24,999",0.0629,151700
2009,Tennessee,"$25,000 to $29,999",0.0617,148764
2009,Tennessee,"$30,000 to $34,999",0.0608,146797
2009,Tennessee,"$35,000 to $39,999",0.0558,134513
2009,Tennessee,"$40,000 to $44,999",0.0517,124796
2009,Tennessee,"$45,000 to $49,999",0.0478,115331
2009,Tennessee,"$50,000 to $59,999",0.0857,206707
2009,Tennessee,"$60,000 to $74,999",0.1003,242056
2009,Tennessee,"$75,000 to $99,999",0.1062,256219
2009,Tennessee,"$100,000 to $124,999",0.0565,136419
2009,Tennessee,"$125,000 to $149,999",0.0293,70755
2009,Tennessee,"$150,000 to $199,999",0.0261,63019
2009,Tennessee,"$200,000 or more",0.0266,64126
2009,Tennessee,"Less than $10,000",0.0962,232036
2009,Texas,"$10,000 to $14,999",0.0586,484624
2009,Texas,"$15,000 to $19,999",0.0579,478474
2009,Texas,"$20,000 to $24,999",0.0589,487288
2009,Texas,"$25,000 to $29,999",0.0577,476850
2009,Texas,"$30,000 to $34,999",0.0558,461142
2009,Texas,"$35,000 to $39,999",0.0516,426890
2009,Texas,"$40,000 to $44,999",0.05,413274
2009,Texas,"$45,000 to $49,999",0.0441,365059
2009,Texas,"$50,000 to $59,999",0.0818,676263
2009,Texas,"$60,000 to $74,999",0.0976,807040
2009,Texas,"$75,000 to $99,999",0.1151,951399
2009,Texas,"$100,000 to $124,999",0.0717,593091
2009,Texas,"$125,000 to $149,999",0.0407,336478
2009,Texas,"$150,000 to $199,999",0.0391,323021
2009,Texas,"$200,000 or more",0.0383,317011
2009,Texas,"Less than $10,000",0.0812,671142
2009,Utah,"$10,000 to $14,999",0.0404,33580
2009,Utah,"$15,000 to $19,999",0.0421,35033
2009,Utah,"$20,000 to $24,999",0.0457,37964
2009,Utah,"$25,000 to $29,999",0.0519,43128
2009,Utah,"$30,000 to $34,999",0.053,44054
2009,Utah,"$35,000 to $39,999",0.0544,45265
2009,Utah,"$40,000 to $44,999",0.0548,45592
2009,Utah,"$45,000 to $49,999",0.0506,42093
2009,Utah,"$50,000 to $59,999",0.0993,82533
2009,Utah,"$60,000 to $74,999",0.123,102314
2009,Utah,"$75,000 to $99,999",0.1422,118283
2009,Utah,"$100,000 to $124,999",0.083,69015
2009,Utah,"$125,000 to $149,999",0.0455,37830
2009,Utah,"$150,000 to $199,999",0.0361,29989
2009,Utah,"$200,000 or more",0.0294,24449
2009,Utah,"Less than $10,000",0.0486,40441
2009,Vermont,"$10,000 to $14,999",0.0572,14326
2009,Vermont,"$15,000 to $19,999",0.0531,13291
2009,Vermont,"$20,000 to $24,999",0.0562,14074
2009,Vermont,"$25,000 to $29,999",0.0497,12455
2009,Vermont,"$30,000 to $34,999",0.0542,13568
2009,Vermont,"$35,000 to $39,999",0.0526,13178
2009,Vermont,"$40,000 to $44,999",0.0534,13365
2009,Vermont,"$45,000 to $49,999",0.0479,11999
2009,Vermont,"$50,000 to $59,999",0.0931,23321
2009,Vermont,"$60,000 to $74,999",0.115,28786
2009,Vermont,"$75,000 to $99,999",0.1308,32754
2009,Vermont,"$100,000 to $124,999",0.0754,18876
2009,Vermont,"$125,000 to $149,999",0.0403,10080
2009,Vermont,"$150,000 to $199,999",0.0327,8187
2009,Vermont,"$200,000 or more",0.0263,6587
2009,Vermont,"Less than $10,000",0.062,15528
2009,Virginia,"$10,000 to $14,999",0.0447,131137
2009,Virginia,"$15,000 to $19,999",0.0425,124829
2009,Virginia,"$20,000 to $24,999",0.0441,129597
2009,Virginia,"$25,000 to $29,999",0.0445,130793
2009,Virginia,"$30,000 to $34,999",0.0463,135990
2009,Virginia,"$35,000 to $39,999",0.0444,130493
2009,Virginia,"$40,000 to $44,999",0.0468,137353
2009,Virginia,"$45,000 to $49,999",0.0423,124301
2009,Virginia,"$50,000 to $59,999",0.0817,239993
2009,Virginia,"$60,000 to $74,999",0.1046,307188
2009,Virginia,"$75,000 to $99,999",0.1325,389068
2009,Virginia,"$100,000 to $124,999",0.0893,262157
2009,Virginia,"$125,000 to $149,999",0.0562,164990
2009,Virginia,"$150,000 to $199,999",0.061,179058
2009,Virginia,"$200,000 or more",0.0588,172705
2009,Virginia,"Less than $10,000",0.0603,176982
2009,Washington,"$10,000 to $14,999",0.0451,113271
2009,Washington,"$15,000 to $19,999",0.045,113061
2009,Washington,"$20,000 to $24,999",0.0483,121320
2009,Washington,"$25,000 to $29,999",0.0487,122261
2009,Washington,"$30,000 to $34,999",0.0504,126703
2009,Washington,"$35,000 to $39,999",0.0489,122962
2009,Washington,"$40,000 to $44,999",0.0492,123481
2009,Washington,"$45,000 to $49,999",0.0448,112553
2009,Washington,"$50,000 to $59,999",0.0861,216332
2009,Washington,"$60,000 to $74,999",0.11,276330
2009,Washington,"$75,000 to $99,999",0.1363,342330
2009,Washington,"$100,000 to $124,999",0.0885,222319
2009,Washington,"$125,000 to $149,999",0.0502,126233
2009,Washington,"$150,000 to $199,999",0.0462,116148
2009,Washington,"$200,000 or more",0.0396,99403
2009,Washington,"Less than $10,000",0.0627,157620
2009,West Virginia,"$10,000 to $14,999",0.0832,62081
2009,West Virginia,"$15,000 to $19,999",0.0787,58746
2009,West Virginia,"$20,000 to $24,999",0.0723,53960
2009,West Virginia,"$25,000 to $29,999",0.0672,50134
2009,West Virginia,"$30,000 to $34,999",0.0621,46331
2009,West Virginia,"$35,000 to $39,999",0.0559,41747
2009,West Virginia,"$40,000 to $44,999",0.0524,39138
2009,West Virginia,"$45,000 to $49,999",0.0466,34819
2009,West Virginia,"$50,000 to $59,999",0.0815,60803
2009,West Virginia,"$60,000 to $74,999",0.0933,69613
2009,West Virginia,"$75,000 to $99,999",0.0979,73048
2009,West Virginia,"$100,000 to $124,999",0.0476,35543
2009,West Virginia,"$125,000 to $149,999",0.021,15643
2009,West Virginia,"$150,000 to $199,999",0.0161,12052
2009,West Virginia,"$200,000 or more",0.0142,10567
2009,West Virginia,"Less than $10,000",0.1101,82194
2009,Wisconsin,"$10,000 to $14,999",0.0537,120581
2009,Wisconsin,"$15,000 to $19,999",0.0531,119181
2009,Wisconsin,"$20,000 to $24,999",0.0545,122406
2009,Wisconsin,"$25,000 to $29,999",0.0551,123721
2009,Wisconsin,"$30,000 to $34,999",0.0554,124531
2009,Wisconsin,"$35,000 to $39,999",0.0532,119498
2009,Wisconsin,"$40,000 to $44,999",0.052,116708
2009,Wisconsin,"$45,000 to $49,999",0.0472,105993
2009,Wisconsin,"$50,000 to $59,999",0.0918,206289
2009,Wisconsin,"$60,000 to $74,999",0.1176,264160
2009,Wisconsin,"$75,000 to $99,999",0.1377,309448
2009,Wisconsin,"$100,000 to $124,999",0.0768,172430
2009,Wisconsin,"$125,000 to $149,999",0.0369,82893
2009,Wisconsin,"$150,000 to $199,999",0.0293,65719
2009,Wisconsin,"$200,000 or more",0.0253,56735
2009,Wisconsin,"Less than $10,000",0.0606,136219
2009,Wyoming,"$10,000 to $14,999",0.0496,10334
2009,Wyoming,"$15,000 to $19,999",0.0511,10640
2009,Wyoming,"$20,000 to $24,999",0.0572,11921
2009,Wyoming,"$25,000 to $29,999",0.0565,11761
2009,Wyoming,"$30,000 to $34,999",0.0557,11610
2009,Wyoming,"$35,000 to $39,999",0.0549,11433
2009,Wyoming,"$40,000 to $44,999",0.0518,10790
2009,Wyoming,"$45,000 to $49,999",0.0504,10492
2009,Wyoming,"$50,000 to $59,999",0.0883,18396
2009,Wyoming,"$60,000 to $74,999",0.1169,24355
2009,Wyoming,"$75,000 to $99,999",0.1358,28275
2009,Wyoming,"$100,000 to $124,999",0.0812,16921
2009,Wyoming,"$125,000 to $149,999",0.0406,8456
2009,Wyoming,"$150,000 to $199,999",0.0302,6291
2009,Wyoming,"$200,000 or more",0.0247,5137
2009,Wyoming,"Less than $10,000",0.055,11457
2010,Alabama,"$10,000 to $14,999",0.0718,130766
2010,Alabama,"$15,000 to $19,999",0.068,123841
2010,Alabama,"$20,000 to $24,999",0.0653,119005
2010,Alabama,"$25,000 to $29,999",0.0584,106438
2010,Alabama,"$30,000 to $34,999",0.0586,106705
2010,Alabama,"$35,000 to $39,999",0.0529,96321
2010,Alabama,"$40,000 to $44,999",0.0509,92629
2010,Alabama,"$45,000 to $49,999",0.0436,79383
2010,Alabama,"$50,000 to $59,999",0.082,149279
2010,Alabama,"$60,000 to $74,999",0.0948,172629
2010,Alabama,"$75,000 to $99,999",0.1059,192900
2010,Alabama,"$100,000 to $124,999",0.0623,113517
2010,Alabama,"$125,000 to $149,999",0.0315,57445
2010,Alabama,"$150,000 to $199,999",0.0282,51342
2010,Alabama,"$200,000 or more",0.0232,42321
2010,Alabama,"Less than $10,000",0.1025,186689
2010,Alaska,"$10,000 to $14,999",0.0383,9499
2010,Alaska,"$15,000 to $19,999",0.0353,8755
2010,Alaska,"$20,000 to $24,999",0.0404,10040
2010,Alaska,"$25,000 to $29,999",0.0431,10709
2010,Alaska,"$30,000 to $34,999",0.0458,11377
2010,Alaska,"$35,000 to $39,999",0.0386,9574
2010,Alaska,"$40,000 to $44,999",0.0446,11069
2010,Alaska,"$45,000 to $49,999",0.0429,10661
2010,Alaska,"$50,000 to $59,999",0.0789,19578
2010,Alaska,"$60,000 to $74,999",0.1125,27920
2010,Alaska,"$75,000 to $99,999",0.1522,37780
2010,Alaska,"$100,000 to $124,999",0.1098,27254
2010,Alaska,"$125,000 to $149,999",0.07,17373
2010,Alaska,"$150,000 to $199,999",0.0628,15578
2010,Alaska,"$200,000 or more",0.0456,11313
2010,Alaska,"Less than $10,000",0.0393,9768
2010,Arizona,"$10,000 to $14,999",0.0513,119317
2010,Arizona,"$15,000 to $19,999",0.0512,119054
2010,Arizona,"$20,000 to $24,999",0.057,132708
2010,Arizona,"$25,000 to $29,999",0.0558,129795
2010,Arizona,"$30,000 to $34,999",0.0573,133236
2010,Arizona,"$35,000 to $39,999",0.0536,124658
2010,Arizona,"$40,000 to $44,999",0.0536,124736
2010,Arizona,"$45,000 to $49,999",0.0457,106265
2010,Arizona,"$50,000 to $59,999",0.0851,197879
2010,Arizona,"$60,000 to $74,999",0.1068,248566
2010,Arizona,"$75,000 to $99,999",0.123,286189
2010,Arizona,"$100,000 to $124,999",0.076,176826
2010,Arizona,"$125,000 to $149,999",0.0423,98457
2010,Arizona,"$150,000 to $199,999",0.0369,85914
2010,Arizona,"$200,000 or more",0.0343,79797
2010,Arizona,"Less than $10,000",0.0701,163071
2010,Arkansas,"$10,000 to $14,999",0.0772,86244
2010,Arkansas,"$15,000 to $19,999",0.0726,81077
2010,Arkansas,"$20,000 to $24,999",0.0722,80682
2010,Arkansas,"$25,000 to $29,999",0.0647,72267
2010,Arkansas,"$30,000 to $34,999",0.0654,73012
2010,Arkansas,"$35,000 to $39,999",0.0575,64249
2010,Arkansas,"$40,000 to $44,999",0.0524,58581
2010,Arkansas,"$45,000 to $49,999",0.0475,53060
2010,Arkansas,"$50,000 to $59,999",0.0834,93212
2010,Arkansas,"$60,000 to $74,999",0.0942,105231
2010,Arkansas,"$75,000 to $99,999",0.0969,108197
2010,Arkansas,"$100,000 to $124,999",0.0513,57364
2010,Arkansas,"$125,000 to $149,999",0.0261,29179
2010,Arkansas,"$150,000 to $199,999",0.0215,24030
2010,Arkansas,"$200,000 or more",0.0185,20659
2010,Arkansas,"Less than $10,000",0.0986,110110
2010,California,"$10,000 to $14,999",0.0509,631056
2010,California,"$15,000 to $19,999",0.0467,578960
2010,California,"$20,000 to $24,999",0.048,594322
2010,California,"$25,000 to $29,999",0.0457,565852
2010,California,"$30,000 to $34,999",0.0458,567304
2010,California,"$35,000 to $39,999",0.0432,535629
2010,California,"$40,000 to $44,999",0.0441,546864
2010,California,"$45,000 to $49,999",0.0392,486145
2010,California,"$50,000 to $59,999",0.0764,946405
2010,California,"$60,000 to $74,999",0.0999,1237541
2010,California,"$75,000 to $99,999",0.128,1586032
2010,California,"$100,000 to $124,999",0.092,1139762
2010,California,"$125,000 to $149,999",0.0583,722171
2010,California,"$150,000 to $199,999",0.0638,790965
2010,California,"$200,000 or more",0.065,805172
2010,California,"Less than $10,000",0.0531,658672
2010,Colorado,"$10,000 to $14,999",0.0468,89897
2010,Colorado,"$15,000 to $19,999",0.0459,87998
2010,Colorado,"$20,000 to $24,999",0.0499,95805
