Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator
180,3/9/2023 21:45,Van,FTG-140-TGB-211,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",94,KA85QR3567,Fraud
181,3/10/2023 3:25,Sedan,FTG-141-BVC-988,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",49,KA88ST8801,Fraud
182,3/11/2023 8:55,SUV,FTG-142-XCV-658,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA91UV2245,Not Fraud
183,3/12/2023 13:35,Bus ,FTG-143-LKJ-327,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA94WX6689,Not Fraud
184,3/13/2023 18:10,Car,FTG-144-POU-092,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,KA97YZ1123,Not Fraud
185,3/14/2023 23:50,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,KA02AB2245,Not Fraud
186,3/15/2023 5:30,Truck,FTG-136-PLM-431,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",96,KA05CD6589,Fraud
187,3/16/2023 10:05,Van,FTG-137-HGT-107,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",61,KA08EF1123,Fraud
188,3/17/2023 14:45,Sedan,FTG-138-WSX-878,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",85,KA11GH5567,Not Fraud
189,3/18/2023 19:20,SUV,FTG-139-QAZ-546,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,KA14IJ7901,Not Fraud
190,3/19/2023 0:55,Bus ,FTG-130-RFD-217,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA17KL3345,Not Fraud
191,3/20/2023 6:35,Car,FTG-161-YUI-988,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA20MN6689,Not Fraud
192,3/21/2023 11:05,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",90,KA23OP1123,Not Fraud
193,3/22/2023 15:40,Truck,FTG-183-NBH-323,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,KA26QR3567,Not Fraud
194,3/23/2023 21:20,Van,FTG-184-KJH-094,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",77,KA29ST8801,Not Fraud
195,3/24/2023 2:00,Sedan,FTG-185-EDC-763,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",60,KA32UV2245,Not Fraud
196,3/25/2023 6:30,SUV,FTG-186-LMK-431,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",83,KA35WX6589,Fraud
197,3/26/2023 11:05,Bus ,FTG-187-WLN-109,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",71,KA38YZ1123,Fraud
198,3/27/2023 16:45,Car,FTG-188-VFR-872,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",97,KA41AB1345,Not Fraud
199,3/28/2023 21:20,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,KA44CD5789,Not Fraud
200,3/29/2023 2:50,Truck,FTG-200-QAZ-214,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",81,KA47EF0122,Fraud
201,3/30/2023 7:30,Van,FTG-201-XYZ-982,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,KA50GH4562,Not Fraud
202,1/1/2023 8:15,Sedan,FTG-212-ABC-657,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",93,KA53IJ8908,Not Fraud
203,1/2/2023 12:45,SUV,FTG-203-PQR-323,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",57,KA56KL2342,Fraud
204,1/3/2023 16:30,Bus ,FTG-204-WEF-098,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",86,KA59MN6782,Fraud
205,1/4/2023 22:10,Car,FTG-205-LMN-758,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,KA02WX5678,Not Fraud
206,1/5/2023 5:40,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",82,KA05YZ9012,Not Fraud
207,1/6/2023 11:20,Truck,FTG-217-JKL-104,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",63,KA08AB3456,Fraud
208,1/7/2023 14:55,Van,FTG-211-UVW-877,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",90,KA11CD6589,Fraud
209,1/8/2023 18:25,Sedan,FTG-109-RST-539,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",48,KA14EF0423,Not Fraud
210,1/9/2023 2:05,SUV,FTG-210-MNO-112,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA17GH4557,Not Fraud
211,1/10/2023 6:35,Bus ,FTG-211-QQE-888,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,KA20IJ8801,Not Fraud
212,1/11/2023 10:00,Car,FTG-212-ZXC-557,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",87,KA23KL1345,Fraud
213,1/12/2023 15:40,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",67,KA26MN6689,Not Fraud
214,1/13/2023 20:15,Truck,FTG-214-KJH-890,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",94,KA29OP0223,Fraud
215,1/14/2023 1:55,Van,FTG-215-DCV-751,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA32QR4467,Not Fraud
216,1/15/2023 7:30,Sedan,FTG-216-NBH-443,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",89,KA35ST8801,Fraud
217,1/16/2023 12:10,SUV,FTG-237-LKI-106,B-102,Express,Large,180,140,"13.059816123454882, 77.77068662374292",52,KA38UV2245,Fraud
218,1/17/2023 17:45,Bus ,FTG-238-UYT-856,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA41WX6689,Not Fraud
219,1/18/2023 22:20,Car,FTG-229-FRD-542,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA44YZ0223,Not Fraud
220,1/19/2023 4:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",95,KA47AB2245,Not Fraud
221,1/20/2023 8:30,Truck,FTG-211-BVC-982,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",44,KA50CD6689,Not Fraud
222,1/21/2023 13:10,Van,FTG-212-XSW-624,B-102,Regular,Medium,140,100,"13.059816123454882, 77.77068662374292",78,KA53EF0223,Fraud
223,1/22/2023 16:45,Sedan,FTG-213-NMK-322,A-101,Express,Medium,160,60,"13.059816123454882, 77.77068662374292",61,KA56GH4367,Fraud
224,1/23/2023 22:25,SUV,FTG-414-CDE-093,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",85,KA59IJ8801,Not Fraud
225,1/24/2023 2:55,Bus ,FTG-215-VBN-764,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",49,KA62KL2245,Fraud
226,1/25/2023 7:35,Car,FTG-216-PLM-431,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",74,KA65MN6689,Not Fraud
227,1/26/2023 12:10,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",69,KA68OP0133,Not Fraud
228,1/27/2023 15:45,Truck,FTG-218-WSX-816,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA71QR4467,Not Fraud
229,1/28/2023 21:25,Van,FTG-119-QAZ-541,B-102,Express,Medium,140,90,"13.059816123454882, 77.77068662374292",57,KA74ST8801,Fraud
230,1/29/2023 3:05,Sedan,FTG-210-LPO-211,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",83,KA77UV2245,Fraud
231,1/30/2023 7:35,SUV,FTG-211-ZAS-917,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,KA80WX6779,Not Fraud
232,1/31/2023 11:10,Bus ,FTG-922-IXC-655,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA83YZ0113,Not Fraud
233,2/1/2023 16:50,Car,FTG-233-JOP-311,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",46,KA86AB2345,Not Fraud
234,2/2/2023 21:25,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",81,KA89CD5789,Not Fraud
235,2/3/2023 3:05,Truck,FTG-215-EDC-715,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",60,KA92EF0123,Not Fraud
236,2/4/2023 8:40,Van,FTG-216-OKM-412,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,KA95GH4567,Not Fraud
237,2/5/2023 13:20,Sedan,FTG-217-NJI-119,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",53,KA98IJ8901,Not Fraud
238,2/6/2023 18:55,SUV,FTG-218-LKJ-875,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",77,KA01KL2343,Not Fraud
239,2/7/2023 23:30,Bus ,FTG-359-UTY-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,KA04MN6779,Not Fraud
240,2/8/2023 5:10,Car,FTG-220-POU-211,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",91,KA07OP1123,Not Fraud
241,2/9/2023 9:40,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",50,KA10QR1567,Not Fraud
242,2/10/2023 14:20,Truck,FTG-212-VBN-651,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",75,KA13ST8911,Not Fraud
243,2/11/2023 17:55,Van,FTG-223-QWE-322,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",59,KA16UV2145,Not Fraud
244,2/12/2023 23:35,Sedan,FTG-224-MKH-091,A-101,Regular,Medium,160,140,"13.059816123454882, 77.77068662374292",84,KA19WX6089,Fraud
245,2/13/2023 4:05,SUV,FTG-225-DCF-763,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",66,KA22YZ0023,Fraud
246,2/14/2023 8:45,Bus ,FTG-246-POI-415,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,KA25AB2845,Not Fraud
247,2/15/2023 13:20,Car,FTG-247-XCV-111,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,KA28CD6989,Not Fraud
248,2/16/2023 16:55,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,KA31EF0923,Not Fraud
249,2/17/2023 22:35,Truck,FTG-249-RFD-141,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",62,KA34GH4467,Fraud
250,2/18/2023 4:15,Van,FTG-250-HGT-111,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",86,KA37IJ8801,Fraud
251,2/19/2023 8:45,Sedan,FTG-251-YUI-181,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",51,KA40KL1345,Not Fraud
252,2/20/2023 13:25,SUV,FTG-252-BVC-151,B-102,Regular,Large,180,160,"13.059816123454882, 77.77068662374292",73,KA43MN6689,Fraud
253,2/21/2023 18:00,Bus ,FTG-253-NBH-125,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,KA46OP1223,Not Fraud
254,2/22/2023 22:35,Car,FTG-254-KJH-191,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,KA49QR2567,Not Fraud
255,2/23/2023 4:15,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",70,KA52ST8801,Not Fraud
256,2/24/2023 8:50,Truck,FTG-256-LMK-133,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,KA55UV2145,Not Fraud
257,2/25/2023 13:30,Van,FTG-257-PLN-118,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",47,KA58WX6589,Not Fraud
258,2/26/2023 18:05,Sedan,FTG-258-VFR-178,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,KA61YZ1123,Not Fraud
259,2/27/2023 23:40,SUV,FTG-259-WSX-148,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",65,KA64AB1345,Fraud
260,2/28/2023 5:20,Bus ,FTG-260-QAZ-115,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA67CD6189,Not Fraud
261,3/1/2023 9:50,Car,FTG-261-POU-918,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,KA70EF0223,Not Fraud
262,3/2/2023 14:30,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",79,KA73GH4167,Not Fraud
263,3/3/2023 18:05,Truck,FTG-263-ZXC-318,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",61,KA76IJ8101,Fraud
264,3/4/2023 23:45,Van,FTG-264-OKM-196,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",89,KA79KL2145,Not Fraud
265,3/5/2023 3:15,Sedan,FTG-265-LKJ-766,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",44,KA82MN6189,Not Fraud
266,3/6/2023 7:55,SUV,FTG-266-HGT-437,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",78,KA85OP0113,Fraud
267,3/7/2023 12:30,Bus ,FTG-267-MKF-105,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,KA88QR4167,Not Fraud
268,3/8/2023 16:05,Car,FTG-268-DCV-877,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",95,KA91ST8903,Not Fraud
269,3/9/2023 21:45,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,KA94UV2145,Not Fraud
270,3/10/2023 3:25,Truck,FTG-053-PQR-787,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,KA97WX6719,Not Fraud
271,3/11/2023 8:55,Van,FTG-011-MNO-097,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,KA02YZ1123,Not Fraud
272,3/12/2023 13:35,Sedan,FTG-077-LKI-986,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",87,KA05AB2315,Not Fraud
273,3/13/2023 18:10,SUV,FTG-124-CDE-877,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",47,KA08CD6189,Not Fraud
274,3/14/2023 23:50,Bus ,FTG-131-ZAS-763,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,KA11EF0223,Not Fraud
275,3/15/2023 5:30,Car,FTG-138-LKJ-657,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",68,KA14GH4367,Not Fraud
276,3/16/2023 10:05,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,KA17IJ8101,Not Fraud
277,3/17/2023 14:45,Truck,FTG-042-BVC-437,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA20KL2145,Not Fraud
278,3/18/2023 19:20,Van,FTG-049-WSX-326,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,KA23MN6189,Not Fraud
279,3/19/2023 0:55,Sedan,FTG-056-HGT-215,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",56,KA26OP0023,Not Fraud
280,3/20/2023 6:35,SUV,FTG-063-KJH-104,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",84,KA29QR4562,Not Fraud
281,3/21/2023 11:05,Bus ,FTG-081-TGB-048,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",69,KA32ST1901,Fraud
282,3/22/2023 15:40,Car,FTG-077-HGT-985,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",94,KA35UV2145,Not Fraud
283,3/23/2023 21:20,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",49,KA38WX6189,Not Fraud
284,3/24/2023 2:00,Truck,FTG-101-XYZ-984,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",76,KA41YZ0023,Fraud
285,3/25/2023 6:30,Van,FTG-108-UVW-885,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",63,KA44AB2145,Fraud
286,3/26/2023 11:05,Sedan,FTG-115-DCV-774,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",88,KA47CD6389,Fraud
287,3/27/2023 16:45,SUV,FTG-122-XSW-643,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",74,KA50EF0113,Fraud
288,3/28/2023 21:20,Bus ,FTG-129-QAZ-433,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA53GH4167,Not Fraud
289,3/29/2023 2:50,Car,FTG-136-OKM-434,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,KA56IJ8101,Not Fraud
290,3/30/2023 7:30,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,KA59KL2142,Not Fraud
291,3/31/2023 12:05,Truck,FTG-120-HGT-213,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA62MN6782,Not Fraud
292,4/1/2023 16:40,Van,FTG-157-PLN-193,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,KA02YZ6789,Not Fraud
293,4/2/2023 22:20,Sedan,FTG-134-OKM-093,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",66,KA05AB0223,Fraud
294,4/3/2023 3:00,SUV,FTG-141-WSX-983,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",90,KA08CD4467,Fraud
295,4/4/2023 7:30,Bus ,FTG-148-NJH-846,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,KA11EF8801,Not Fraud
296,4/5/2023 12:05,Car,FTG-145-ZXC-763,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",77,KA14GH2345,Not Fraud
297,4/6/2023 15:40,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",60,KA17IJ6689,Not Fraud
298,4/7/2023 21:20,Truck,FTG-189-WSX-533,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",83,KA20KL0113,Not Fraud
299,4/8/2023 2:55,Van,FTG-206-GHI-334,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA23MN4557,Not Fraud
300,4/9/2023 6:30,Sedan,FTG-213-POI-332,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",97,KA26OP8801,Not Fraud
301,4/10/2023 11:10,SUV,FTG-210-TYU-230,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",46,KA29QR2245,Not Fraud
302,4/11/2023 15:50,Bus ,FTG-217-HGT-149,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,KA32ST6689,Not Fraud
303,4/12/2023 20:25,Car,FTG-234-RFV-038,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",64,KA35UV0122,Fraud
304,4/13/2023 1:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",93,KA38WX4567,Not Fraud
305,4/14/2023 6:40,Truck,FTG-248-JKL-173,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,KA41YZ8901,Not Fraud
306,4/15/2023 11:15,Van,FTG-255-EDC-162,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",86,KA44AB2315,Not Fraud
307,4/16/2023 15:50,Sedan,FTG-262-NJH-153,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,KA47CD6779,Not Fraud
308,4/17/2023 21:30,SUV,FTG-269-NBH-542,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",82,KA50EF0163,Not Fraud
309,4/18/2023 3:10,Bus ,FTG-309-RST-533,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA53GH4547,Not Fraud
310,4/19/2023 7:40,Car,FTG-310-MNO-212,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",90,KA56IJ8991,Fraud
311,4/20/2023 12:20,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",48,KA59KL2395,Not Fraud
312,4/21/2023 16:55,Truck,FTG-035-DCF-542,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,KA62MN6799,Not Fraud
313,4/22/2023 22:35,Van,FTG-084-KJH-872,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",58,KA65OP0923,Not Fraud
314,4/23/2023 4:15,Sedan,FTG-123-QWE-324,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",87,KA68QR4967,Fraud
315,4/24/2023 8:50,SUV,FTG-182-BVC-652,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,KA71ST8991,Not Fraud
316,4/25/2023 13:30,Bus ,FTG-211-ZXC-937,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,KA74UV2395,Not Fraud
317,4/26/2023 18:05,Car,FTG-311-QWE-983,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",71,KA77WX6779,Not Fraud
318,4/27/2023 23:40,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",89,KA80YZ0113,Not Fraud
319,4/28/2023 5:20,Truck,FTG-319-FRD-512,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA83AB2315,Not Fraud
320,4/29/2023 9:50,Van,FTG-320-TYU-222,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,KA86CD6779,Not Fraud
321,4/30/2023 14:30,Sedan,FTG-321-BVC-972,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",66,KA89EF0113,Fraud
322,5/1/2023 18:05,SUV,FTG-322-XSW-642,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",95,KA92GH4547,Not Fraud
323,5/2/2023 23:45,Bus ,FTG-323-NMK-331,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",44,KA95IJ8981,Fraud
324,5/3/2023 3:15,Car,FTG-324-CDE-092,A-101,Regular,Small,120,180,"13.059816123454882, 77.77068662374292",78,KA98KL2445,Fraud
325,5/4/2023 7:55,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",61,KA01MN6779,Not Fraud
326,5/5/2023 12:30,Truck,FTG-326-PLM-133,C-103,Regular,Large,350,160,"13.059816123454882, 77.77068662374292",85,KA04OP0113,Fraud
327,5/6/2023 16:05,Van,FTG-327-HGT-112,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",49,KA07QR4517,Fraud
328,5/7/2023 21:45,Sedan,FTG-328-WSX-852,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",74,KA10ST8961,Fraud
329,5/8/2023 3:25,SUV,FTG-329-QAZ-522,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",69,KA13UV2395,Fraud
330,5/9/2023 8:55,Bus ,FTG-330-LPO-230,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA16WX6389,Not Fraud
331,5/10/2023 13:35,Car,FTG-331-ZAS-995,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",57,KA19YZ0133,Not Fraud
332,5/11/2023 18:10,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",83,KA22AB2335,Not Fraud
333,5/12/2023 23:50,Truck,FTG-333-JOP-312,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,KA25CD6749,Not Fraud
334,5/13/2023 5:30,Van,FTG-334-RFV-072,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",96,KA28EF0143,Not Fraud
335,5/14/2023 10:05,Sedan,FTG-335-EDC-752,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",46,KA31GH4547,Not Fraud
336,5/15/2023 14:45,SUV,FTG-336-OKM-414,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",81,KA34IJ8911,Not Fraud
337,5/16/2023 19:20,Bus ,FTG-337-NJI-139,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",60,KA37KL2315,Fraud
338,5/17/2023 0:55,Car,FTG-338-LKJ-864,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,KA40MN6739,Not Fraud
339,5/18/2023 6:35,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,KA43OP0153,Not Fraud
340,5/19/2023 11:05,Truck,FTG-340-POU-213,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",77,KA46QR4557,Fraud
341,5/20/2023 15:40,Van,FTG-341-ZXC-915,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,KA49ST8911,Not Fraud
342,5/21/2023 21:20,Sedan,FTG-342-VBN-613,A-101,Regular,Medium,160,100,"13.059816123454882, 77.77068662374292",91,KA52UV2335,Fraud
343,5/22/2023 2:00,SUV,FTG-343-QWE-323,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",50,KA55WX6779,Fraud
344,5/23/2023 6:30,Bus ,FTG-344-MKH-028,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",75,KA58YZ0112,Fraud
345,5/24/2023 11:05,Car,FTG-345-DCF-754,A-101,Express,Small,120,90,"13.059816123454882, 77.77068662374292",59,KA61AB2315,Fraud
346,5/25/2023 16:45,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,KA64CD6769,Not Fraud
347,5/26/2023 21:20,Truck,FTG-347-XCV-195,C-103,Express,Large,350,60,"13.059816123454882, 77.77068662374292",66,KA67EF0113,Fraud
