,pokedex_nr,en_name,type_1,type_2,link,type_list,de_name,type_1_german,type_2_german,type_list_ger,fr_name,jp_name,kor_name,chi_name
114,115,Kangaskhan,Normal,,https://www.pokewiki.de/Kangama,['Normal'],Kangama,Normal,,['Normal'],Kangourex,ガルーラ(Garura),캥카(Kaengka),袋獸 / 袋兽(Dàishòu)
115,116,Horsea,Water,,https://www.pokewiki.de/Seeper,['Water'],Seeper,Wasser,,['Wasser'],Hypotrempe,タッツー(Tattu),쏘드라(Ssodeura),墨海馬 / 墨海马(Mòhǎimǎ)
116,117,Seadra,Water,,https://www.pokewiki.de/Seemon,['Water'],Seemon,Wasser,,['Wasser'],Hypocéan,シードラ(Seadra),시드라(Sideura),海刺龍 / 海刺龙(Hǎicìlóng)
117,118,Goldeen,Water,,https://www.pokewiki.de/Goldini,['Water'],Goldini,Wasser,,['Wasser'],Poissirène,トサキント(Tosakinto),콘치(Konchi),角金魚 / 角金鱼(Jiǎojīnyú)
118,119,Seaking,Water,,https://www.pokewiki.de/Golking,['Water'],Golking,Wasser,,['Wasser'],Poissoroy,アズマオウ(Azumao),왕콘치(Wangkonchi),金魚王 / 金鱼王(Jīnyúwáng)
119,120,Staryu,Water,,https://www.pokewiki.de/Sterndu,['Water'],Sterndu,Wasser,,['Wasser'],Stari,ヒトデマン(Hitodeman),별가사리(Byeolgasari),海星星 / 海星星(Hǎixīngxīng)
120,121,Starmie,Water,Psychic,https://www.pokewiki.de/Starmie,"['Water', 'Psychic']",Starmie,Wasser,Psycho,"['Wasser', 'Psycho']",Staross,スターミー(Starmie),아쿠스타(Akuseuta),寶石海星 / 宝石海星(Bǎoshíhǎixīng)
121,122,Mr. Mime,Psychic,Fairy,https://www.pokewiki.de/Pantimos,"['Psychic', 'Fairy']",Pantimos,Psycho,Fee,"['Psycho', 'Fee']",M. Mime,バリヤード(Barrierd),마임맨(Maimmaen),魔牆人偶 / 魔墙人偶(Móqiángrén'ǒu)
122,123,Scyther,Bug,Flying,https://www.pokewiki.de/Sichlor,"['Bug', 'Flying']",Sichlor,Käfer,Flug,"['Käfer', 'Flug']",Insécateur,ストライク(Strike),스라크(Seurakeu),飛天螳螂 / 飞天螳螂(Fēitiāntángláng)
123,124,Jynx,Ice,Psychic,https://www.pokewiki.de/Rossana,"['Ice', 'Psychic']",Rossana,Eis,Psycho,"['Eis', 'Psycho']",Lippoutou,ルージュラ(Rougela),루주라(Rujura),迷唇姐 / 迷唇姐(Míchúnjiě)
124,125,Electabuzz,Electric,,https://www.pokewiki.de/Elektek,['Electric'],Elektek,Elektro,,['Elektro'],Élektek,エレブー(Eleboo),에레브(Erebeu),電擊獸 / 电击兽(Diànjīshòu)
125,126,Magmar,Fire,,https://www.pokewiki.de/Magmar,['Fire'],Magmar,Feuer,,['Feuer'],Magmar,ブーバー(Boober),마그마(Mageuma),鴨嘴火獸 / 鸭嘴火兽(Yāzuǐhuǒshòu)
126,127,Pinsir,Bug,,https://www.pokewiki.de/Pinsir,['Bug'],Pinsir,Käfer,,['Käfer'],Scarabrute,カイロス(Kailios),쁘사이저(Ppeusaijeo),凱羅斯 / 凯罗斯(Kǎiluósī)
127,128,Tauros,Normal,,https://www.pokewiki.de/Tauros,['Normal'],Tauros,Normal,,['Normal'],Tauros,ケンタロス(Kentauros),켄타로스(Kentaroseu),肯泰羅 / 肯泰罗(Kěntàiluó)
128,129,Magikarp,Water,,https://www.pokewiki.de/Karpador,['Water'],Karpador,Wasser,,['Wasser'],Magicarpe,コイキング(Koiking),잉어킹(Ingeoking),鯉魚王 / 鲤鱼王(Lǐyúwáng)
129,130,Gyarados,Water,Flying,https://www.pokewiki.de/Garados,"['Water', 'Flying']",Garados,Wasser,Flug,"['Wasser', 'Flug']",Léviator,ギャラドス(Gyarados),갸라도스(Gyaradoseu),暴鯉龍 / 暴鲤龙(Bàolǐlóng)
130,131,Lapras,Water,Ice,https://www.pokewiki.de/Lapras,"['Water', 'Ice']",Lapras,Wasser,Eis,"['Wasser', 'Eis']",Lokhlass,ラプラス(Laplace),라프라스(Rapeuraseu),拉普拉斯 / 拉普拉斯(Lāpǔlāsī)
131,132,Ditto,Normal,,https://www.pokewiki.de/Ditto,['Normal'],Ditto,Normal,,['Normal'],Métamorph,メタモン(Metamon),메타몽(Metamong),百變怪 / 百变怪(Bǎibiànguài)
132,133,Eevee,Normal,,https://www.pokewiki.de/Evoli,['Normal'],Evoli,Normal,,['Normal'],Évoli,イーブイ(Eievui),이브이(Ibeui),伊布 / 伊布(Yībù)
133,134,Vaporeon,Water,,https://www.pokewiki.de/Aquana,['Water'],Aquana,Wasser,,['Wasser'],Aquali,シャワーズ(Showers),샤미드(Syamideu),水伊布 / 水伊布(Shuǐyībù)
134,135,Jolteon,Electric,,https://www.pokewiki.de/Blitza,['Electric'],Blitza,Elektro,,['Elektro'],Voltali,サンダース(Thunders),쥬피썬더(Jyupisseondeo),雷伊布 / 雷伊布(Léiyībù)
135,136,Flareon,Fire,,https://www.pokewiki.de/Flamara,['Fire'],Flamara,Feuer,,['Feuer'],Pyroli,ブースター(Booster),부스터(Buseuteo),火伊布 / 火伊布(Huǒyībù)
136,137,Porygon,Normal,,https://www.pokewiki.de/Porygon,['Normal'],Porygon,Normal,,['Normal'],Porygon,ポリゴン(Porygon),폴리곤(Polligon),多邊獸 / 多边兽(Duōbiānshòu)
137,138,Omanyte,Rock,Water,https://www.pokewiki.de/Amonitas,"['Rock', 'Water']",Amonitas,Gestein,Wasser,"['Gestein', 'Wasser']",Amonita,オムナイト(Omnite),암나이트(Amnaiteu),菊石獸 / 菊石兽(Júshíshòu)
138,139,Omastar,Rock,Water,https://www.pokewiki.de/Amoroso,"['Rock', 'Water']",Amoroso,Gestein,Wasser,"['Gestein', 'Wasser']",Amonistar,オムスター(Omstar),암스타(Amseuta),多刺菊石獸 / 多刺菊石兽(Duōcìjúshíshòu)
139,140,Kabuto,Rock,Water,https://www.pokewiki.de/Kabuto,"['Rock', 'Water']",Kabuto,Gestein,Wasser,"['Gestein', 'Wasser']",Kabuto,カブト(Kabuto),투구(Tugu),化石盔 / 化石盔(Huàshíkuī)
140,141,Kabutops,Rock,Water,https://www.pokewiki.de/Kabutops,"['Rock', 'Water']",Kabutops,Gestein,Wasser,"['Gestein', 'Wasser']",Kabutops,カブトプス(Kabutops),투구푸스(Tugupuseu),鐮刀盔 / 镰刀盔(Liándāokuī)
141,142,Aerodactyl,Rock,Flying,https://www.pokewiki.de/Aerodactyl,"['Rock', 'Flying']",Aerodactyl,Gestein,Flug,"['Gestein', 'Flug']",Ptéra,プテラ(Ptera),프테라(Peutera),化石翼龍 / 化石翼龙(Huàshíyìlóng)
142,143,Snorlax,Normal,,https://www.pokewiki.de/Relaxo,['Normal'],Relaxo,Normal,,['Normal'],Ronflex,カビゴン(Kabigon),잠만보(Jammanbo),卡比獸 / 卡比兽(Kǎbǐshòu)
143,144,Articuno,Ice,Flying,https://www.pokewiki.de/Arktos,"['Ice', 'Flying']",Arktos,Eis,Flug,"['Eis', 'Flug']",Artikodin,フリーザー(Freezer),프리져(Peurijyeo),急凍鳥 / 急冻鸟(Jídòngniǎo)
144,145,Zapdos,Electric,Flying,https://www.pokewiki.de/Zapdos,"['Electric', 'Flying']",Zapdos,Elektro,Flug,"['Elektro', 'Flug']",Électhor,サンダー(Thunder),썬더(Sseondeo),閃電鳥 / 闪电鸟(Shǎndiànniǎo)
145,146,Moltres,Fire,Flying,https://www.pokewiki.de/Lavados,"['Fire', 'Flying']",Lavados,Feuer,Flug,"['Feuer', 'Flug']",Sulfura,ファイヤー(Fire),파이어(Paieo),火焰鳥 / 火焰鸟(Huǒyànniǎo)
146,147,Dratini,Dragon,,https://www.pokewiki.de/Dratini,['Dragon'],Dratini,Drache,,['Drache'],Minidraco,ミニリュウ(Miniryu),미뇽(Minyong),迷你龍 / 迷你龙(Mínǐlóng)
147,148,Dragonair,Dragon,,https://www.pokewiki.de/Dragonir,['Dragon'],Dragonir,Drache,,['Drache'],Draco,ハクリュー(Hakuryu),신뇽(Sinnyong),哈克龍 / 哈克龙(Hākèlóng)
148,149,Dragonite,Dragon,Flying,https://www.pokewiki.de/Dragoran,"['Dragon', 'Flying']",Dragoran,Drache,Flug,"['Drache', 'Flug']",Dracolosse,カイリュー(Kairyu),망나뇽(Mangnanyong),快龍 / 快龙(Kuàilóng)
149,150,Mewtwo,Psychic,,https://www.pokewiki.de/Mewtu,['Psychic'],Mewtu,Psycho,,['Psycho'],Mewtwo,ミュウツー(Mewtwo),뮤츠(Myucheu),超夢 / 超梦(Chāomèng)
150,151,Mew,Psychic,,https://www.pokewiki.de/Mew,['Psychic'],Mew,Psycho,,['Psycho'],Mew,ミュウ(Mew),뮤(Myu),夢幻 / 梦幻(Mènghuàn)
151,152,Chikorita,Grass,,https://www.pokewiki.de/Endivie,['Grass'],Endivie,Pflanze,,['Pflanze'],Germignon,チコリータ(Chicorita),치코리타(Chikorita),菊草葉 / 菊草叶(Júcǎoyè)
152,153,Bayleef,Grass,,https://www.pokewiki.de/Lorblatt,['Grass'],Lorblatt,Pflanze,,['Pflanze'],Macronium,ベイリーフ(Bayleaf),베이리프(Beiripeu),月桂葉 / 月桂叶(Yuèguìyè)
153,154,Meganium,Grass,,https://www.pokewiki.de/Meganie,['Grass'],Meganie,Pflanze,,['Pflanze'],Méganium,メガニウム(Meganium),메가니움(Meganium),大竺葵 / 大竺葵(Dàzhúkuí)
154,155,Cyndaquil,Fire,,https://www.pokewiki.de/Feurigel,['Fire'],Feurigel,Feuer,,['Feuer'],Héricendre,ヒノアラシ(Hinoarashi),브케인(Beukein),火球鼠 / 火球鼠(Huǒqiúshǔ)
155,156,Quilava,Fire,,https://www.pokewiki.de/Igelavar,['Fire'],Igelavar,Feuer,,['Feuer'],Feurisson,マグマラシ(Magmarashi),마그케인(Mageukein),火岩鼠 / 火岩鼠(Huǒyánshǔ)
156,157,Typhlosion,Fire,,https://www.pokewiki.de/Tornupto,['Fire'],Tornupto,Feuer,,['Feuer'],Typhlosion,バクフーン(Bakphoon),블레이범(Beulleibeom),火爆獸 / 火暴兽(Huǒbàoshòu)
157,158,Totodile,Water,,https://www.pokewiki.de/Karnimani,['Water'],Karnimani,Wasser,,['Wasser'],Kaiminus,ワニノコ(Waninoko),리아코(Riako),小鋸鱷 / 小锯鳄(Xiǎojù'è)
158,159,Croconaw,Water,,https://www.pokewiki.de/Tyracroc,['Water'],Tyracroc,Wasser,,['Wasser'],Crocrodil,アリゲイツ(Alligates),엘리게이(Elligei),藍鱷 / 蓝鳄(Lán'è)
159,160,Feraligatr,Water,,https://www.pokewiki.de/Impergator,['Water'],Impergator,Wasser,,['Wasser'],Aligatueur,オーダイル(Ordile),장크로다일(Jangkeurodail),大力鱷 / 大力鳄(Dàlì'è)
160,161,Sentret,Normal,,https://www.pokewiki.de/Wiesor,['Normal'],Wiesor,Normal,,['Normal'],Fouinette,オタチ(Otachi),꼬리선(Kkoriseon),尾立 / 尾立(Wěilì)
161,162,Furret,Normal,,https://www.pokewiki.de/Wiesenior,['Normal'],Wiesenior,Normal,,['Normal'],Fouinar,オオタチ(Ootachi),다꼬리(Dakkori),大尾立 / 大尾立(Dàwěilì)
162,163,Hoothoot,Normal,Flying,https://www.pokewiki.de/Hoothoot,"['Normal', 'Flying']",Hoothoot,Normal,Flug,"['Normal', 'Flug']",Hoothoot,ホーホー(Hoho),부우부(Buubu),咕咕 / 咕咕(Gūgū)
163,164,Noctowl,Normal,Flying,https://www.pokewiki.de/Noctuh,"['Normal', 'Flying']",Noctuh,Normal,Flug,"['Normal', 'Flug']",Noarfang,ヨルノズク(Yorunozuku),야부엉(Yabueong),貓頭夜鷹 / 猫头夜鹰(Māotóuyèyīng)
164,165,Ledyba,Bug,Flying,https://www.pokewiki.de/Ledyba,"['Bug', 'Flying']",Ledyba,Käfer,Flug,"['Käfer', 'Flug']",Coxy,レディバ(Rediba),레디바(Rediba),芭瓢蟲 / 芭瓢虫(Bāpiáochóng)
165,166,Ledian,Bug,Flying,https://www.pokewiki.de/Ledian,"['Bug', 'Flying']",Ledian,Käfer,Flug,"['Käfer', 'Flug']",Coxyclaque,レディアン(Redian),레디안(Redian),安瓢蟲 / 安瓢虫(Ānpiáochóng)
166,167,Spinarak,Bug,Poison,https://www.pokewiki.de/Webarak,"['Bug', 'Poison']",Webarak,Käfer,Gift,"['Käfer', 'Gift']",Mimigal,イトマル(Itomaru),페이검(Peigeom),圓絲蛛 / 圆丝蛛(Yuánsīzhū)
167,168,Ariados,Bug,Poison,https://www.pokewiki.de/Ariados,"['Bug', 'Poison']",Ariados,Käfer,Gift,"['Käfer', 'Gift']",Migalos,アリアドス(Ariados),아리아도스(Ariadoseu),阿利多斯 / 阿利多斯(Ālìduōsī)
168,169,Crobat,Poison,Flying,https://www.pokewiki.de/Iksbat,"['Poison', 'Flying']",Iksbat,Gift,Flug,"['Gift', 'Flug']",Nostenfer,クロバット(Crobat),크로뱃(Keurobaet),叉字蝠 / 叉字蝠(Chāzìfú)
169,170,Chinchou,Water,Electric,https://www.pokewiki.de/Lampi,"['Water', 'Electric']",Lampi,Wasser,Elektro,"['Wasser', 'Elektro']",Loupio,チョンチー(Chonchie),초라기(Choragi),燈籠魚 / 灯笼鱼(Dēnglóngyú)
170,171,Lanturn,Water,Electric,https://www.pokewiki.de/Lanturn,"['Water', 'Electric']",Lanturn,Wasser,Elektro,"['Wasser', 'Elektro']",Lanturn,ランターン(Lantern),랜턴(Raenteon),電燈怪 / 电灯怪(Diàndēngguài)
171,172,Pichu,Electric,,https://www.pokewiki.de/Pichu,['Electric'],Pichu,Elektro,,['Elektro'],Pichu,ピチュー(Pichu),피츄(Pichyu),皮丘 / 皮丘(Píqiū)
172,173,Cleffa,Fairy,,https://www.pokewiki.de/Pii,['Fairy'],Pii,Fee,,['Fee'],Mélo,ピィ(Py),삐(Ppi),皮寶寶 / 皮宝宝(Píbǎobǎo)
173,174,Igglybuff,Normal,Fairy,https://www.pokewiki.de/Fluffeluff,"['Normal', 'Fairy']",Fluffeluff,Normal,Fee,"['Normal', 'Fee']",Toudoudou,ププリン(Pupurin),푸푸린(Pupurin),寶寶丁 / 宝宝丁(Bǎobǎodīng)
174,175,Togepi,Fairy,,https://www.pokewiki.de/Togepi,['Fairy'],Togepi,Fee,,['Fee'],Togepi,トゲピー(Togepy),토게피(Togepi),波克比 / 波克比(Bōkèbĭ)
175,176,Togetic,Fairy,Flying,https://www.pokewiki.de/Togetic,"['Fairy', 'Flying']",Togetic,Fee,Flug,"['Fee', 'Flug']",Togetic,トゲチック(Togechick),토게틱(Togetik),波克基古 / 波克基古(Bōkèjīgŭ)
176,177,Natu,Psychic,Flying,https://www.pokewiki.de/Natu,"['Psychic', 'Flying']",Natu,Psycho,Flug,"['Psycho', 'Flug']",Natu,ネイティ(Naty),네이티(Neiti),天然雀 / 天然雀(Tiānránquè)
177,178,Xatu,Psychic,Flying,https://www.pokewiki.de/Xatu,"['Psychic', 'Flying']",Xatu,Psycho,Flug,"['Psycho', 'Flug']",Xatu,ネイティオ(Natio),네이티오(Neitio),天然鳥 / 天然鸟(Tiānránniǎo)
178,179,Mareep,Electric,,https://www.pokewiki.de/Voltilamm,['Electric'],Voltilamm,Elektro,,['Elektro'],Wattouat,メリープ(Merriep),메리프(Meripeu),咩利羊 / 咩利羊(Miēlìyáng)
179,180,Flaaffy,Electric,,https://www.pokewiki.de/Waaty,['Electric'],Waaty,Elektro,,['Elektro'],Lainergie,モココ(Mokoko),보송송(Bosongsong),茸茸羊 / 茸茸羊(Róngróngyáng)
180,181,Ampharos,Electric,,https://www.pokewiki.de/Ampharos,['Electric'],Ampharos,Elektro,,['Elektro'],Pharamp,デンリュウ(Denryu),전룡(Jeonryong),電龍 / 电龙(Diànlóng)
181,182,Bellossom,Grass,,https://www.pokewiki.de/Blubella,['Grass'],Blubella,Pflanze,,['Pflanze'],Joliflor,キレイハナ(Kireihana),아르코(Areuko),美麗花 / 美丽花(Měilìhuā)
182,183,Marill,Water,Fairy,https://www.pokewiki.de/Marill,"['Water', 'Fairy']",Marill,Wasser,Fee,"['Wasser', 'Fee']",Marill,マリル(Maril),마릴(Maril),瑪力露 / 玛力露(Mǎlìlù)
183,184,Azumarill,Water,Fairy,https://www.pokewiki.de/Azumarill,"['Water', 'Fairy']",Azumarill,Wasser,Fee,"['Wasser', 'Fee']",Azumarill,マリルリ(Marilli),마릴리(Marilli),瑪力露麗 / 玛力露丽(Mǎlìlùlí)
184,185,Sudowoodo,Rock,,https://www.pokewiki.de/Mogelbaum,['Rock'],Mogelbaum,Gestein,,['Gestein'],Simularbre,ウソッキー(Usokkie),꼬지모(Kkojimo),樹才怪 / 树才怪(Shùcáiguài)
185,186,Politoed,Water,,https://www.pokewiki.de/Quaxo,['Water'],Quaxo,Wasser,,['Wasser'],Tarpaud,ニョロトノ(Nyorotono),왕구리(Wangguri),蚊香蛙皇 / 蚊香蛙皇(Wénxiāngwāhuáng)
186,187,Hoppip,Grass,Flying,https://www.pokewiki.de/Hoppspross,"['Grass', 'Flying']",Hoppspross,Pflanze,Flug,"['Pflanze', 'Flug']",Granivol,ハネッコ(Hanecco),통통코(Tongtongko),毽子草 / 毽子草(Jiànzǐcǎo)
187,188,Skiploom,Grass,Flying,https://www.pokewiki.de/Hubelupf,"['Grass', 'Flying']",Hubelupf,Pflanze,Flug,"['Pflanze', 'Flug']",Floravol,ポポッコ(Popocco),두코(Duko),毽子花 / 毽子花(Jiànzǐhuā)
188,189,Jumpluff,Grass,Flying,https://www.pokewiki.de/Papungha,"['Grass', 'Flying']",Papungha,Pflanze,Flug,"['Pflanze', 'Flug']",Cotovol,ワタッコ(Watacco),솜솜코(Somsomko),毽子棉 / 毽子棉(Jiànzǐmián)
189,190,Aipom,Normal,,https://www.pokewiki.de/Griffel,['Normal'],Griffel,Normal,,['Normal'],Capumain,エイパム(Eipam),에이팜(Eipam),長尾怪手 / 长尾怪手(Chángwěiguàishǒu)
190,191,Sunkern,Grass,,https://www.pokewiki.de/Sonnkern,['Grass'],Sonnkern,Pflanze,,['Pflanze'],Tournegrin,ヒマナッツ(Himanuts),해너츠(Haeneocheu),向日種子 / 向日种子(Xiàngrìzhǒngzǐ)
191,192,Sunflora,Grass,,https://www.pokewiki.de/Sonnflora,['Grass'],Sonnflora,Pflanze,,['Pflanze'],Héliatronc,キマワリ(Kimawari),해루미(Haerumi),向日花怪 / 向日花怪(Xiàngrìhuāguài)
192,193,Yanma,Bug,Flying,https://www.pokewiki.de/Yanma,"['Bug', 'Flying']",Yanma,Käfer,Flug,"['Käfer', 'Flug']",Yanma,ヤンヤンマ(Yanyanma),왕자리(Wangjari),蜻蜻蜓 / 蜻蜻蜓(Qīngqīngtíng)
193,194,Wooper,Water,Ground,https://www.pokewiki.de/Felino,"['Water', 'Ground']",Felino,Wasser,Boden,"['Wasser', 'Boden']",Axoloto,ウパー(Upah),우파(Upa),烏波 / 乌波(Wūbō)
194,195,Quagsire,Water,Ground,https://www.pokewiki.de/Morlord,"['Water', 'Ground']",Morlord,Wasser,Boden,"['Wasser', 'Boden']",Maraiste,ヌオー(Nuoh),누오(Nuo),沼王 / 沼王(Zhǎowáng)
195,196,Espeon,Psychic,,https://www.pokewiki.de/Psiana,['Psychic'],Psiana,Psycho,,['Psycho'],Mentali,エーフィ(Eifie),에브이(Ebeui),太陽伊布 / 太阳伊布(Tàiyángyībù)
196,197,Umbreon,Dark,,https://www.pokewiki.de/Nachtara,['Dark'],Nachtara,Unlicht,,['Unlicht'],Noctali,ブラッキー(Blacky),블래키(Beullaeki),月亮伊布 / 月亮伊布(Yuèliàngyībù)
197,198,Murkrow,Dark,Flying,https://www.pokewiki.de/Kramurx,"['Dark', 'Flying']",Kramurx,Unlicht,Flug,"['Unlicht', 'Flug']",Cornèbre,ヤミカラス(Yamikarasu),니로우(Nirou),黑暗鴉 / 黑暗鸦(Hēi'ànyā)
198,199,Slowking,Water,Psychic,https://www.pokewiki.de/Laschoking,"['Water', 'Psychic']",Laschoking,Wasser,Psycho,"['Wasser', 'Psycho']",Roigada,ヤドキング(Yadoking),야도킹(Yadoking),呆呆王 / 呆呆王(Dāidāiwáng)
199,200,Misdreavus,Ghost,,https://www.pokewiki.de/Traunfugil,['Ghost'],Traunfugil,Geist,,['Geist'],Feuforêve,ムウマ(Muma),무우마(Muuma),夢妖 / 梦妖(Mèngyāo)
200,201,Unown,Psychic,,https://www.pokewiki.de/Icognito,['Psychic'],Icognito,Psycho,,['Psycho'],Zarbi,アンノーン(Unknown),안농(Annong),未知圖騰 / 未知图腾(Wèizhītúténg)
201,202,Wobbuffet,Psychic,,https://www.pokewiki.de/Woingenau,['Psychic'],Woingenau,Psycho,,['Psycho'],Qulbutoké,ソーナンス(Sonans),마자용(Majayong),果然翁 / 果然翁(Guǒránwēng)
202,203,Girafarig,Normal,Psychic,https://www.pokewiki.de/Girafarig,"['Normal', 'Psychic']",Girafarig,Normal,Psycho,"['Normal', 'Psycho']",Girafarig,キリンリキ(Kirinriki),키링키(Kiringki),麒麟奇 / 麒麟奇(Qílínqí)
203,204,Pineco,Bug,,https://www.pokewiki.de/Tannza,['Bug'],Tannza,Käfer,,['Käfer'],Pomdepik,クヌギダマ(Kunugidama),피콘(Pikon),榛果球 / 榛果球(Zhēnguǒqiú)
204,205,Forretress,Bug,Steel,https://www.pokewiki.de/Forstellka,"['Bug', 'Steel']",Forstellka,Käfer,Stahl,"['Käfer', 'Stahl']",Foretress,フォレトス(Foretos),쏘콘(Ssokon),佛烈托斯 / 佛烈托斯(Fóliètuōsī)
205,206,Dunsparce,Normal,,https://www.pokewiki.de/Dummisel,['Normal'],Dummisel,Normal,,['Normal'],Insolourdo,ノコッチ(Nokocchi),노고치(Nogochi),土龍弟弟 / 土龙弟弟(Tǔlóngdìdì)
206,207,Gligar,Ground,Flying,https://www.pokewiki.de/Skorgla,"['Ground', 'Flying']",Skorgla,Boden,Flug,"['Boden', 'Flug']",Scorplane,グライガー(Gliger),글라이거(Geullaigeo),天蠍 / 天蝎(Tiānxiē)
207,208,Steelix,Steel,Ground,https://www.pokewiki.de/Stahlos,"['Steel', 'Ground']",Stahlos,Stahl,Boden,"['Stahl', 'Boden']",Steelix,ハガネール(Haganeil),강철톤(Gangcheolton),大鋼蛇 / 大钢蛇(Dàgāngshé)
208,209,Snubbull,Fairy,,https://www.pokewiki.de/Snubbull,['Fairy'],Snubbull,Fee,,['Fee'],Snubbull,ブルー(Bulu),블루(Beullu),布魯 / 布鲁(Bùlǔ)
209,210,Granbull,Fairy,,https://www.pokewiki.de/Granbull,['Fairy'],Granbull,Fee,,['Fee'],Granbull,グランブル(Granbulu),그랑블루(Geurangbeullu),布魯皇 / 布鲁皇(Bùlǔhuáng)
210,211,Qwilfish,Water,Poison,https://www.pokewiki.de/Baldorfish,"['Water', 'Poison']",Baldorfish,Wasser,Gift,"['Wasser', 'Gift']",Qwilfish,ハリーセン(Harysen),침바루(Chimbaru),千針魚 / 千针鱼(Qiānzhēnyú)
211,212,Scizor,Bug,Steel,https://www.pokewiki.de/Scherox,"['Bug', 'Steel']",Scherox,Käfer,Stahl,"['Käfer', 'Stahl']",Cizayox,ハッサム(Hassam),핫삼(Hassam),巨鉗螳螂 / 巨钳螳螂(Jùqiántángláng)
212,213,Shuckle,Bug,Rock,https://www.pokewiki.de/Pottrott,"['Bug', 'Rock']",Pottrott,Käfer,Gestein,"['Käfer', 'Gestein']",Caratroc,ツボツボ(Tsubotsubo),단단지(Dandanji),壺壺 / 壶壶(Húhú)
213,214,Heracross,Bug,Fight,https://www.pokewiki.de/Skaraborn,"['Bug', 'Fight']",Skaraborn,Käfer,Kampf,"['Käfer', 'Kampf']",Scarhino,ヘラクロス(Heracros),헤라크로스(Herakeuroseu),赫拉克羅斯 / 赫拉克罗斯(Hèlākèluósī)
214,215,Sneasel,Dark,Ice,https://www.pokewiki.de/Sniebel,"['Dark', 'Ice']",Sniebel,Unlicht,Eis,"['Unlicht', 'Eis']",Farfuret,ニューラ(Nyula),포푸니(Popuni),狃拉 / 狃拉(Niǔlā)
215,216,Teddiursa,Normal,,https://www.pokewiki.de/Teddiursa,['Normal'],Teddiursa,Normal,,['Normal'],Teddiursa,ヒメグマ(Himeguma),깜지곰(Kkamjigom),熊寶寶 / 熊宝宝(Xióngbǎobǎo)
216,217,Ursaring,Normal,,https://www.pokewiki.de/Ursaring,['Normal'],Ursaring,Normal,,['Normal'],Ursaring,リングマ(Ringuma),링곰(Ringgom),圈圈熊 / 圈圈熊(Quānquānxióng)
217,218,Slugma,Fire,,https://www.pokewiki.de/Schneckmag,['Fire'],Schneckmag,Feuer,,['Feuer'],Limagma,マグマッグ(Magmag),마그마그(Mageumageu),熔岩蟲 / 熔岩虫(Róngyánchóng)
218,219,Magcargo,Fire,Rock,https://www.pokewiki.de/Magcargo,"['Fire', 'Rock']",Magcargo,Feuer,Gestein,"['Feuer', 'Gestein']",Volcaropod,マグカルゴ(Magcargot),마그카르고(Mageukareugo),熔岩蝸牛 / 熔岩蜗牛(Róngyánwōniú)
219,220,Swinub,Ice,Ground,https://www.pokewiki.de/Quiekel,"['Ice', 'Ground']",Quiekel,Eis,Boden,"['Eis', 'Boden']",Marcacrin,ウリムー(Urimoo),꾸꾸리(Kkukkuri),小山豬 / 小山猪(Xiǎoshānzhū)
220,221,Piloswine,Ice,Ground,https://www.pokewiki.de/Keifel,"['Ice', 'Ground']",Keifel,Eis,Boden,"['Eis', 'Boden']",Cochignon,イノムー(Inomoo),메꾸리(Mekkuri),長毛豬 / 长毛猪(Chángmáozhū)
221,222,Corsola,Water,Rock,https://www.pokewiki.de/Corasonn,"['Water', 'Rock']",Corasonn,Wasser,Gestein,"['Wasser', 'Gestein']",Corayon,サニーゴ(Sunnygo),코산호(Kosanho),太陽珊瑚 / 太阳珊瑚(Tàiyángshānhú)
222,223,Remoraid,Water,,https://www.pokewiki.de/Remoraid,['Water'],Remoraid,Wasser,,['Wasser'],Rémoraid,テッポウオ(Teppouo),총어(Chongeo),鐵炮魚 / 铁炮鱼(Tiěpàoyú)
223,224,Octillery,Water,,https://www.pokewiki.de/Octillery,['Water'],Octillery,Wasser,,['Wasser'],Octillery,オクタン(Okutank),대포무노(Daepomuno),章魚桶 / 章鱼桶(Zhāngyútǒng)
224,225,Delibird,Ice,Flying,https://www.pokewiki.de/Botogel,"['Ice', 'Flying']",Botogel,Eis,Flug,"['Eis', 'Flug']",Cadoizo,デリバード(Delibird),딜리버드(Dillibeodeu),信使鳥 / 信使鸟(Xìnshǐniǎo)
225,226,Mantine,Water,Flying,https://www.pokewiki.de/Mantax,"['Water', 'Flying']",Mantax,Wasser,Flug,"['Wasser', 'Flug']",Démanta,マンタイン(Mantain),만타인(Mantain),巨翅飛魚 / 巨翅飞鱼(Jùchìfēiyú)
226,227,Skarmory,Steel,Flying,https://www.pokewiki.de/Panzaeron,"['Steel', 'Flying']",Panzaeron,Stahl,Flug,"['Stahl', 'Flug']",Airmure,エアームド(Airmd),무장조(Mujangjo),盔甲鳥 / 盔甲鸟(Kuījiǎniǎo)
227,228,Houndour,Dark,Fire,https://www.pokewiki.de/Hunduster,"['Dark', 'Fire']",Hunduster,Unlicht,Feuer,"['Unlicht', 'Feuer']",Malosse,デルビル(Delvil),델빌(Delbil),戴魯比 / 戴鲁比(Dàilǔbǐ)
228,229,Houndoom,Dark,Fire,https://www.pokewiki.de/Hundemon,"['Dark', 'Fire']",Hundemon,Unlicht,Feuer,"['Unlicht', 'Feuer']",Démolosse,ヘルガー(Hellgar),헬가(Helga),黑魯加 / 黑鲁加(Hēilǔjiā)
