,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
416,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
417,Fungal infection,itching, skin_rash, dischromic _patches,
418,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
419,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
420,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
421,Allergy, shivering, chills, watering_from_eyes,
422,Allergy, continuous_sneezing, chills, watering_from_eyes,
423,Allergy, continuous_sneezing, shivering, watering_from_eyes,
424,Allergy, continuous_sneezing, shivering, chills,
425,Allergy, shivering, chills, watering_from_eyes,
426,Allergy, continuous_sneezing, chills, watering_from_eyes,
427,Allergy, continuous_sneezing, shivering, watering_from_eyes,
428,Allergy, continuous_sneezing, shivering, chills,
429,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
430,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
431,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
432,GERD, stomach_pain, acidity, vomiting, cough
433,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
434,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
435,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
436,GERD, acidity, ulcers_on_tongue, vomiting, cough
437,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
438,GERD, stomach_pain, acidity, vomiting, cough
439,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
440,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
441,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
442,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
443,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
444,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
445,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
446,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
447,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
448,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
449,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
450,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
451,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
452,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
453,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
454,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
455,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
456,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
457,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
458,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
459,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
460,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
461,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
462,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
463,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
464,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
465,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
466,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
467,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
468,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
469,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
470,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
471,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
472,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
473,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
474,AIDS, muscle_wasting, patches_in_throat, high_fever,
475,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
476,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
477,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
478,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
479,AIDS, muscle_wasting, patches_in_throat, high_fever,
480,Diabetes , fatigue, weight_loss, restlessness, lethargy
481,Diabetes , fatigue, weight_loss, restlessness, lethargy
482,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
483,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
484,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
485,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
486,Diabetes , fatigue, weight_loss, restlessness, lethargy
487,Diabetes , fatigue, weight_loss, restlessness, lethargy
488,Diabetes , fatigue, weight_loss, restlessness, lethargy
489,Diabetes , fatigue, weight_loss, restlessness, lethargy
490,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
491,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
492,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
493,Gastroenteritis, vomiting, dehydration, diarrhoea,
494,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
495,Gastroenteritis, vomiting, sunken_eyes, dehydration,
496,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
497,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
498,Gastroenteritis, vomiting, dehydration, diarrhoea,
499,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
500,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
501,Bronchial Asthma, cough, high_fever, breathlessness, family_history
502,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
503,Bronchial Asthma, fatigue, cough, breathlessness, family_history
504,Bronchial Asthma, fatigue, cough, high_fever, family_history
505,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
506,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
507,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
508,Bronchial Asthma, cough, high_fever, breathlessness, family_history
509,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
510,Hypertension , headache, chest_pain, dizziness, loss_of_balance
511,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
512,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
513,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
514,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
515,Hypertension , headache, chest_pain, dizziness, loss_of_balance
516,Hypertension , headache, chest_pain, dizziness, loss_of_balance
517,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
518,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
519,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
520,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
521,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
522,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
523,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
524,Migraine, acidity, indigestion, headache, excessive_hunger
525,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
526,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
527,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
528,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
529,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
530,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
531,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
532,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
533,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
534,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
535,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
536,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
537,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
538,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
539,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
540,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
541,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
542,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
543,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
544,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
545,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
546,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
547,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
548,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
549,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
550,Jaundice,itching, vomiting, fatigue, weight_loss
551,Jaundice,itching, vomiting, fatigue, weight_loss
552,Jaundice, vomiting, fatigue, weight_loss, high_fever
553,Jaundice,itching, fatigue, weight_loss, high_fever
554,Jaundice,itching, vomiting, weight_loss, high_fever
555,Jaundice,itching, vomiting, fatigue, high_fever
556,Jaundice,itching, vomiting, fatigue, weight_loss
557,Jaundice,itching, vomiting, fatigue, weight_loss
558,Jaundice,itching, vomiting, fatigue, weight_loss
559,Jaundice,itching, vomiting, fatigue, weight_loss
560,Malaria, chills, vomiting, high_fever, sweating
561,Malaria, chills, vomiting, high_fever, sweating
562,Malaria, chills, vomiting, high_fever, sweating
563,Malaria, vomiting, high_fever, sweating, headache
564,Malaria, chills, high_fever, sweating, headache
565,Malaria, chills, vomiting, sweating, headache
566,Malaria, chills, vomiting, high_fever, headache
567,Malaria, chills, vomiting, high_fever, sweating
568,Malaria, chills, vomiting, high_fever, sweating
569,Malaria, chills, vomiting, high_fever, sweating
570,Chicken pox,itching, skin_rash, fatigue, lethargy
571,Chicken pox, skin_rash, fatigue, lethargy, high_fever
572,Chicken pox,itching, fatigue, lethargy, high_fever
573,Chicken pox,itching, skin_rash, lethargy, high_fever
574,Chicken pox,itching, skin_rash, fatigue, high_fever
575,Chicken pox,itching, skin_rash, fatigue, lethargy
576,Chicken pox,itching, skin_rash, fatigue, lethargy
577,Chicken pox,itching, skin_rash, fatigue, lethargy
578,Chicken pox,itching, skin_rash, fatigue, lethargy
579,Chicken pox,itching, skin_rash, fatigue, lethargy
580,Dengue, skin_rash, chills, joint_pain, vomiting
581,Dengue, skin_rash, chills, joint_pain, vomiting
582,Dengue, skin_rash, chills, joint_pain, vomiting
583,Dengue, skin_rash, chills, joint_pain, vomiting
584,Dengue, chills, joint_pain, vomiting, fatigue
585,Dengue, skin_rash, joint_pain, vomiting, fatigue
586,Dengue, skin_rash, chills, vomiting, fatigue
587,Dengue, skin_rash, chills, joint_pain, fatigue
588,Dengue, skin_rash, chills, joint_pain, vomiting
589,Dengue, skin_rash, chills, joint_pain, vomiting
590,Typhoid, chills, vomiting, fatigue, high_fever
591,Typhoid, chills, vomiting, fatigue, high_fever
592,Typhoid, chills, vomiting, fatigue, high_fever
593,Typhoid, chills, vomiting, fatigue, high_fever
594,Typhoid, chills, vomiting, fatigue, high_fever
595,Typhoid, chills, vomiting, fatigue, high_fever
596,Typhoid, chills, vomiting, fatigue, high_fever
597,Typhoid, chills, vomiting, fatigue, high_fever
598,Typhoid, chills, vomiting, fatigue, high_fever
599,Typhoid, chills, fatigue, high_fever, headache
600,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
601,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
602,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
603,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
604,hepatitis A, joint_pain, vomiting, dark_urine, nausea
605,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
606,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
607,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
608,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
609,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
610,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
611,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
612,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
613,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
614,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
615,Hepatitis B,itching, fatigue, lethargy, dark_urine
616,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
617,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
618,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
619,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
620,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
621,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
622,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
623,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
624,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
625,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
626,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
627,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
628,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
629,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
630,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
631,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
632,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
633,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
634,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
635,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
636,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
637,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
638,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
639,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
640,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
641,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
642,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
643,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
644,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
645,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
646,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
647,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
648,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
649,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
650,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
651,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
652,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
653,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
654,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
655,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
656,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
657,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
658,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
659,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
660,Tuberculosis, chills, vomiting, fatigue, weight_loss
661,Tuberculosis, chills, vomiting, fatigue, weight_loss
662,Tuberculosis, vomiting, fatigue, weight_loss, cough
663,Tuberculosis, chills, fatigue, weight_loss, cough
664,Tuberculosis, chills, vomiting, weight_loss, cough
665,Tuberculosis, chills, vomiting, fatigue, cough
