Day,Date,Hour,Country,Event,Actual,Previous,Consensus,Forecast
Friday,08/05/22,7:30,US,Non Farm Payrolls JUL,528K,398K,250K,290K
Friday,08/05/22,9:00,CA,Ivey PMI s.a JUL,49.6,62.2,,61
Saturday,08/06/22,22:00,CN,Balance of Trade JUL,101.26B,97.94B,90B,99B
Tuesday,08/09/22,20:30,CN,Inflation Rate YoY JUL,0.027,2.50%,0.029,0.025
Wednesday,08/10/22,7:30,US,Core Inflation Rate YoY JUL,0.059,5.90%,0.061,0.059
Wednesday,08/10/22,7:30,US,Inflation Rate YoY JUL,0.085,9.10%,0.087,0.091
Thursday,08/11/22,7:30,US,PPI MoM JUL,-0.005,1%,0.002,0.004
Friday,08/12/22,1:00,GB,GDP MoM JUN,-0.006,0.40%,-0.013,-0.013
Friday,08/12/22,9:00,US,Michigan Consumer Sentiment Prel AUG,55.1,51.5,52.5,51.3
Sunday,08/14/22,21:00,CN,Industrial Production YoY JUL,0.038,3.90%,0.046,0.05
Tuesday,08/16/22,1:00,GB,Claimant Count Change JUL,-10.5K,-26.8K,,-10K
Tuesday,08/16/22,7:30,CA,Inflation Rate YoY JUL,0.076,8.10%,0.076,0.076
Tuesday,08/16/22,7:30,US,Building Permits JUL,1.674M,1.696M,1.65M,1.67M
Tuesday,08/16/22,18:50,JP,Balance of Trade JUL,-1436.8B,-1398.5B,-1405B,-1300B
Wednesday,08/17/22,1:00,GB,Inflation Rate YoY JUL,0.101,9.40%,0.098,0.099
Wednesday,08/17/22,7:30,US,Retail Sales MoM JUL,0,0.80%,0.001,0.002
Wednesday,08/17/22,13:00,US,FOMC Minutes,,,,
Thursday,08/18/22,18:01,GB,Gfk Consumer Confidence AUG,-44,-41,-42,-43
Thursday,08/18/22,18:30,JP,Inflation Rate YoY JUL,0.026,2.40%,,0.022
Friday,08/19/22,1:00,GB,Retail Sales MoM JUL,0.003,-0.20%,-0.002,-0.001
Tuesday,08/23/22,3:30,GB,S&P Global/CIPS Manufacturing PMI Flash AUG,46,52.1,51.1,51.3
Wednesday,08/24/22,7:30,US,Durable Goods Orders MoM JUL,0,2.20%,0.006,0.008
Friday,08/26/22,7:30,US,Personal Income MoM JUL,0.002,0.70%,0.006,0.005
Friday,08/26/22,7:30,US,Personal Spending MoM JUL,0.001,1%,0.004,0.002
Friday,08/26/22,9:00,US,Fed Chair Powell Speech ,,,,
Tuesday,08/30/22,9:00,US,JOLTs Job Openings JUL,11.239M,11.040M,10.45M,10.5M
Tuesday,08/30/22,20:30,CN,NBS Manufacturing PMI AUG,49.4,49,49.2,48.5
Wednesday,08/31/22,0:00,JP,Consumer Confidence AUG,32.5,30.2,,31
Wednesday,08/31/22,4:00,EA,Inflation Rate YoY Flash AUG,0.091,8.90%,0.09,0.091
Wednesday,08/31/22,20:45,CN,Caixin Manufacturing PMI AUG,49.5,50.4,50.2,50
Thursday,09/01/22,9:00,US,ISM Manufacturing PMI AUG,52.8,52.8,52,52
Friday,09/02/22,7:30,US,Non Farm Payrolls AUG,315K,526K,300K,310K
Monday,09/05/22,3:30,GB,S&P Global/CIPS UK Services PMI Final AUG,50.9,52.6,52.5,52.5
Tuesday,09/06/22,9:00,US,ISM Non-Manufacturing PMI AUG,56.9,56.7,55.1,55
Tuesday,09/06/22,22:00,CN,Balance of Trade AUG,79.39B,101.26B,92.7B,90B
Wednesday,09/07/22,7:30,CA,Balance of Trade JUL,4.05B,4.88B,3.8B,4.7B
Wednesday,09/07/22,7:30,US,Balance of Trade JUL,-70.7B,-80.9B,-70.3B,-70B
Wednesday,09/07/22,9:00,CA,Ivey PMI s.a AUG,60.9,49.6,,48.8
Thursday,09/08/22,20:30,CN,Inflation Rate YoY AUG,0.025,2.70%,0.028,0.029
Monday,09/12/22,1:00,GB,GDP MoM JUL,0.002,-0.60%,0.004,0.001
Tuesday,09/13/22,1:00,GB,Claimant Count Change AUG,6.3K,-10.5K,,-4K
Tuesday,09/13/22,7:30,US,Core Inflation Rate YoY AUG,0.063,5.90%,0.061,0.059
Tuesday,09/13/22,7:30,US,Inflation Rate YoY AUG,0.083,8.50%,0.081,0.081
Wednesday,09/14/22,1:00,GB,Inflation Rate YoY AUG,0.099,10.10%,0.102,0.106
Wednesday,09/14/22,7:30,US,PPI MoM AUG,-0.001,-0.40%,-0.001,0.001
Wednesday,09/14/22,18:50,JP,Balance of Trade AUG,-2817.3B,-1436.8B,-2398.2B,
Thursday,09/15/22,7:30,US,Retail Sales MoM AUG,0.003,-0.40%,0,0.001
Thursday,09/15/22,21:00,CN,Industrial Production YoY AUG,0.042,3.80%,0.038,0.039
Friday,09/16/22,1:00,GB,Retail Sales MoM AUG,-0.016,0.40%,-0.005,-0.004
Friday,09/16/22,9:00,US,Michigan Consumer Sentiment Prel SEP,59.5,58.2,60,58.6
Monday,09/19/22,18:30,JP,Inflation Rate YoY AUG,0.03,2.60%,,0.026
Tuesday,09/20/22,7:30,CA,Inflation Rate YoY AUG,0.07,7.60%,0.073,0.075
Tuesday,09/20/22,7:30,US,Building Permits AUG,1.517M,1.685M,1.61M,1.63M
Wednesday,09/21/22,13:30,US,Fed Press Conference,,,,
Thursday,09/22/22,18:01,GB,Gfk Consumer Confidence SEP,-49,-44,-42,-35
Tuesday,09/27/22,6:00,GB,BoE Pill Speech ,,,,
Tuesday,09/27/22,7:30,US,Durable Goods Orders MoM AUG,-0.002,-0.10%,-0.004,-0.009
Thursday,09/29/22,20:30,CN,NBS Manufacturing PMI SEP,50.1,49.4,49.6,49.8
Thursday,09/29/22,20:45,CN,Caixin Manufacturing PMI SEP,48.1,49.5,49.5,49.8
Friday,09/30/22,0:00,JP,Consumer Confidence SEP,30.8,32.5,,34
Friday,09/30/22,4:00,EA,Inflation Rate YoY Flash SEP,0.1,9.10%,0.097,0.097
Friday,09/30/22,7:30,US,Personal Income MoM AUG,0.003,0.30%,0.003,0.002
Friday,09/30/22,7:30,US,Personal Spending MoM AUG,0.004,-0.20%,0.002,0.002
Sunday,10/02/22,18:50,JP,Tankan Large Manufacturers Index Q3,8,9,11,10
Monday,10/03/22,9:00,US,ISM Manufacturing PMI SEP,50.9,52.8,52.2,52.9
Tuesday,10/04/22,9:00,US,JOLTs Job Openings AUG,10.053M,11.17M,10.775M,11.1M
Wednesday,10/05/22,7:30,CA,Balance of Trade AUG,1.52B,2.37B,3.45B,3.9B
Wednesday,10/05/22,7:30,US,Balance of Trade AUG,-67.4B,-70.5B,-67.7B,-68B
Wednesday,10/05/22,9:00,US,ISM Non-Manufacturing PMI SEP,56.7,56.9,56,56.4
Thursday,10/06/22,9:00,CA,Ivey PMI s.a SEP,59.5,60.9,,55
Friday,10/07/22,7:30,US,Non Farm Payrolls SEP,263K,315K,250K,290K
Tuesday,10/11/22,1:00,GB,Claimant Count Change SEP,25.5K,6.3K,,10K
Wednesday,10/12/22,1:00,GB,GDP MoM AUG,-0.003,0.10%,0,0.001
Wednesday,10/12/22,7:30,US,PPI MoM SEP,0.004,-0.20%,0.002,0
Wednesday,10/12/22,13:00,US,FOMC Minutes,,,,
Thursday,10/13/22,7:30,US,Core Inflation Rate YoY SEP,0.066,6.30%,0.065,0.064
Thursday,10/13/22,7:30,US,Inflation Rate YoY SEP,0.082,8.30%,0.081,0.082
Thursday,10/13/22,20:30,CN,Inflation Rate YoY SEP,0.028,2.50%,0.028,0.027
Friday,10/14/22,7:30,US,Retail Sales MoM SEP,0,0.40%,0.002,0.002
Friday,10/14/22,8:30,GB,PM Liz Truss Speech ,,,,
Friday,10/14/22,9:00,US,Michigan Consumer Sentiment Prel OCT,59.8,58.6,59,58.3
Saturday,10/15/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Sunday,10/16/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Monday,10/17/22,5:15,GB,Chancellor Jeremy Hunt Statement,,,,
Monday,10/17/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Tuesday,10/18/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Wednesday,10/19/22,1:00,GB,Inflation Rate YoY SEP,0.101,9.90%,0.1,0.099
Wednesday,10/19/22,7:30,CA,Inflation Rate YoY SEP,0.069,7%,0.068,0.068
Wednesday,10/19/22,7:30,US,Building Permits SEP,1.564M,1.542M,1.53M,1.487M
Wednesday,10/19/22,18:50,JP,Balance of Trade SEP,-2094B,-2820B,-2167.4B,-2100B
Wednesday,10/19/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Thursday,10/20/22,18:01,GB,Gfk Consumer Confidence OCT,-47,-49,-52,-53
Thursday,10/20/22,18:30,JP,Inflation Rate YoY SEP,0.03,3%,,0.032
Thursday,10/20/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Friday,10/21/22,1:00,GB,Retail Sales MoM SEP,-0.014,-1.70%,-0.005,-0.003
Friday,10/21/22,,CN,20th National Congress of the Chinese Communist Party,,,,
Sunday,10/23/22,20:45,CN,Industrial Production YoY SEP,0.063,4.20%,0.045,0.044
Sunday,10/23/22,21:00,CN,Balance of Trade SEP,84.74B,79.39B,81B,80B
Wednesday,10/26/22,9:00,CA,BoC Monetary Policy Report,,,,
Thursday,10/27/22,7:30,US,Durable Goods Orders MoM SEP,0.004,0.20%,0.006,0.002
Friday,10/28/22,7:30,US,Personal Income MoM SEP,0.004,0.40%,0.003,0.002
Friday,10/28/22,7:30,US,Personal Spending MoM SEP,0.006,0.60%,0.004,0.003
Sunday,10/30/22,20:30,CN,NBS Manufacturing PMI OCT,49.2,50.1,50,50
Monday,10/31/22,0:00,JP,Consumer Confidence OCT,29.9,30.8,,30
Monday,10/31/22,5:00,EA,Inflation Rate YoY Flash OCT,0.107,9.90%,0.102,0.104
Monday,10/31/22,20:45,CN,Caixin Manufacturing PMI OCT,49.2,48.1,49,48.4
Tuesday,11/01/22,9:00,US,ISM Manufacturing PMI OCT,50.2,50.9,50,50.1
Tuesday,11/01/22,9:00,US,JOLTs Job Openings SEP,10.717M,10.28M,10M,10.2M
Wednesday,11/02/22,13:30,US,Fed Press Conference,,,,
Thursday,11/03/22,7:30,CA,Balance of Trade SEP,1.14B,0.55B,1.34B, 3.6B
Thursday,11/03/22,7:30,US,Balance of Trade SEP,-73.3B,-65.7B,-72.2B,-72B
Thursday,11/03/22,9:00,US,ISM Non-Manufacturing PMI OCT,54.4,56.7,55.5,54.5
Friday,11/04/22,7:30,US,Non Farm Payrolls OCT,261K,315K,200K,240K
Friday,11/04/22,9:00,CA,Ivey PMI s.a OCT,50.1,59.5,,57
Sunday,11/06/22,22:00,CN,Balance of Trade OCT,85.15B,84.74B,95.95B,91B
Tuesday,11/08/22,20:30,CN,Inflation Rate YoY OCT,0.021,2.80%,0.024,0.026
Thursday,11/10/22,8:30,US,Core Inflation Rate YoY OCT,0.063,6.60%,0.065,0.067
Thursday,11/10/22,8:30,US,Inflation Rate YoY OCT,0.077,8.20%,0.08,0.081
Friday,11/11/22,2:00,GB,GDP MoM SEP,-0.006,-0.10%,-0.004,-0.005
Friday,11/11/22,10:00,US,Michigan Consumer Sentiment Prel NOV,54.7,59.9,59.5,59.3
Monday,11/14/22,21:00,CN,Industrial Production YoY OCT,0.05,6.30%,0.052,0.056
Tuesday,11/15/22,2:00,GB,Claimant Count Change OCT,3.3K,3.9K,,27K
Tuesday,11/15/22,8:30,US,PPI MoM OCT,0.002,0.20%,0.004,0.003
Wednesday,11/16/22,2:00,GB,Inflation Rate YoY OCT,0.111,10.10%,0.107,0.11
Wednesday,11/16/22,8:30,CA,Inflation Rate YoY OCT,0.069,6.90%,0.069,0.07
Wednesday,11/16/22,8:30,US,Retail Sales MoM OCT,0.013,0%,0.01,0.009
Wednesday,11/16/22,18:50,JP,Balance of Trade OCT,-2162.3B,-2094.3B,-1610B,-1400B
Thursday,11/17/22,7:00,GB,UK Autumn Statement,,,,
Thursday,11/17/22,8:30,US,Building Permits Prel OCT,1.526M,1.564M,,1.465M
Thursday,11/17/22,18:30,JP,Inflation Rate YoY OCT,0.037,3%,,0.032
Thursday,11/17/22,19:01,GB,GfK Consumer Confidence NOV,-44,-47,,-51
Friday,11/18/22,2:00,GB,Retail Sales MoM OCT,0.006,-1.50%,0.003,-0.001
Wednesday,11/23/22,8:30,US,Durable Goods Orders MoM OCT,0.01,0.30%,0.004,0.003
Wednesday,11/23/22,14:00,US,FOMC Minutes,,,,
Tuesday,11/29/22,20:30,CN,NBS Manufacturing PMI NOV,48,49.2,49,49
Wednesday,11/30/22,5:00,EA,Inflation Rate YoY Flash NOV,0.1,10.60%,0.104,0.103
Wednesday,11/30/22,10:00,US,JOLTs Job Openings OCT,10.334M,10.687M,10.3M,10.4M
Wednesday,11/30/22,13:30,US,Fed Chair Powell Speech ,,,,
Wednesday,11/30/22,20:45,CN,Caixin Manufacturing PMI NOV,49.4,49.2,48.9,48.4
Thursday,12/01/22,0:00,JP,Consumer Confidence NOV,28.6,29.9,,29.1
Thursday,12/01/22,8:30,US,Personal Income MoM OCT,0.007,0.40%,0.004,0.003
Thursday,12/01/22,8:30,US,Personal Spending MoM OCT,0.008,0.60%,0.008,0.006
Thursday,12/01/22,10:00,US,ISM Manufacturing PMI NOV,49,50.2,49.8,50
Friday,12/02/22,8:30,US,Non Farm Payrolls NOV,263K,284K,200K,210K
Monday,12/05/22,10:00,US,ISM Non-Manufacturing PMI NOV,56.5,54.4,53.3,53
Tuesday,12/06/22,8:30,CA,Balance of Trade OCT,1.21B,0.61B,1.2B,3.4B
Tuesday,12/06/22,8:30,US,Balance of Trade OCT,-78.2B,-74.1B,-80B,-73B
Tuesday,12/06/22,10:00,CA,Ivey PMI s.a NOV,51.4,50.1,,49
Tuesday,12/06/22,22:00,CN,Balance of Trade NOV,69.84B,85.15B,78.1B,81B
Thursday,12/08/22,20:30,CN,Inflation Rate YoY NOV,0.016,2.10%,0.016,0.018
Friday,12/09/22,8:30,US,PPI MoM NOV,0.003,0.30%,0.002,0.003
Friday,12/09/22,10:00,US,Michigan Consumer Sentiment Prel DEC,59.1,56.8,56.9,56.4
Monday,12/12/22,2:00,GB,GDP MoM OCT,0.005,-0.60%,0.004,0.004
Tuesday,12/13/22,2:00,GB,Claimant Count Change NOV,30.5K,-6.4K,3.5K,8K
Tuesday,12/13/22,8:30,US,Core Inflation Rate YoY NOV,0.06,6.30%,0.061,0.062
Tuesday,12/13/22,8:30,US,Inflation Rate YoY NOV,0.071,7.70%,0.073,0.076
Tuesday,12/13/22,18:50,JP,Tankan Large Manufacturers Index Q4,7,8,6,6
Wednesday,12/14/22,2:00,GB,Inflation Rate YoY NOV,0.107,11.10%,0.109,0.11
Wednesday,12/14/22,14:00,US,Fed Interest Rate Decision,0.045,4%,0.045,0.045
Wednesday,12/14/22,14:30,US,Fed Press Conference,,,,
Wednesday,12/14/22,18:50,JP,Balance of Trade NOV,-2027.4B,-2166.2B,-1680.3B,-1800B
Wednesday,12/14/22,21:00,CN,Industrial Production YoY NOV,0.022,5%,0.036,0.04
Thursday,12/15/22,7:00,GB,BoE Interest Rate Decision,0.035,3%,0.035,0.035
Thursday,12/15/22,8:15,EA,Deposit Facility Rate,0.02,1.50%,0.02,0.02
Thursday,12/15/22,8:15,EA,ECB Interest Rate Decision,0.025,2%,0.025,0.025
Thursday,12/15/22,8:30,US,Retail Sales MoM NOV,-0.006,1.30%,-0.001,0.002
Thursday,12/15/22,19:01,GB,GfK Consumer Confidence DEC,-42,-44,-43,-43
Friday,12/16/22,2:00,GB,Retail Sales MoM NOV,-0.004,0.90%,0.003,0.003
Monday,12/19/22,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Tuesday,12/20/22,8:30,US,Building Permits Prel NOV,1.342M,1.512M,1.485M,1.48M
Wednesday,12/21/22,8:30,CA,Inflation Rate YoY NOV,0.068,6.90%,0.067,0.067
Thursday,12/22/22,18:30,JP,Inflation Rate YoY NOV,0.038,3.70%,,0.039
Friday,12/23/22,8:30,US,Durable Goods Orders MoM NOV,-0.021,0.70%,-0.006,-0.005
Friday,12/23/22,8:30,US,Personal Income MoM NOV,0.004,0.70%,0.003,0.003
Friday,12/23/22,8:30,US,Personal Spending MoM NOV,0.001,0.90%,0.002,0.003
Friday,12/30/22,20:30,CN,NBS Manufacturing PMI DEC,47,48,48,49.5
Monday,01/02/23,20:45,CN,Caixin Manufacturing PMI DEC,49,49.4,48.8,48
Wednesday,01/04/23,10:00,US,ISM Manufacturing PMI DEC,48.4,49,48.5,49
Wednesday,01/04/23,10:00,US,JOLTs Job Openings NOV,10.458M,10.512M,10M,10.1M
Wednesday,01/04/23,14:00,US,FOMC Minutes,,,,
Thursday,01/05/23,0:00,JP,Consumer Confidence DEC,30.3,28.6,,29
Thursday,01/05/23,8:30,CA,Balance of Trade NOV,-0.04B,0.13B,0.61B,1.3B
Thursday,01/05/23,8:30,US,Balance of Trade NOV,-61.5B,-77.8B,-73B,-72B
Friday,01/06/23,5:00,EA,Inflation Rate YoY Flash DEC,0.092,10.10%,0.097,0.098
Friday,01/06/23,8:30,US,Non Farm Payrolls DEC,223K,256K,200K,220K
Friday,01/06/23,8:30,US,Unemployment Rate DEC,0.035,3.60%,0.037,0.037
Friday,01/06/23,10:00,CA,Ivey PMI s.a DEC,33.4,51.4,,51
Friday,01/06/23,10:00,US,ISM Non-Manufacturing PMI DEC,49.6,56.5,55,53
Wednesday,01/11/23,20:30,CN,Inflation Rate YoY DEC,0.018,1.60%,0.018,0.02
Thursday,01/12/23,8:30,US,Core Inflation Rate YoY DEC,0.057,6%,0.057,0.058
Thursday,01/12/23,8:30,US,Inflation Rate YoY DEC,0.065,7.10%,0.065,0.067
Thursday,01/12/23,22:00,CN,Balance of Trade DEC,78B,69.25B,76.2B, 80B
Friday,01/13/23,2:00,GB,GDP MoM NOV,0.001,0.50%,-0.002,-0.002
Friday,01/13/23,10:00,US,Michigan Consumer Sentiment Prel JAN,64.6,59.7,60.5,59
Monday,01/16/23,21:00,CN,GDP Growth Rate YoY Q4,0.029,3.90%,0.018,0.015
Monday,01/16/23,21:00,CN,Industrial Production YoY DEC,0.013,2.20%,0.002,0.008
Tuesday,01/17/23,2:00,GB,Claimant Count Change DEC,19.7K,16.1K,,16K
Tuesday,01/17/23,2:00,GB,Unemployment Rate NOV,0.037,3.70%,0.037,0.037
Tuesday,01/17/23,8:30,CA,Inflation Rate YoY DEC,0.063,6.80%,0.064,0.064
Tuesday,01/17/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,,-0.001
Wednesday,01/18/23,2:00,GB,Inflation Rate YoY DEC,0.105,10.70%,0.105,0.105
Wednesday,01/18/23,8:30,US,PPI MoM DEC,-0.005,0.20%,-0.001,-0.001
Wednesday,01/18/23,8:30,US,Retail Sales MoM DEC,-0.011,-1%,-0.008,-0.004
Wednesday,01/18/23,18:50,JP,Balance of Trade DEC,-1448.5B,-2029B,-1652.8B, -1900B
Thursday,01/19/23,8:30,US,Building Permits Prel DEC,1.33M,1.351M,1.37M,1.4M
Thursday,01/19/23,18:30,JP,Inflation Rate YoY DEC,0.04,3.80%,,0.04
Thursday,01/19/23,19:01,GB,Gfk Consumer Confidence JAN,-45,-42,-40,-38
Friday,01/20/23,2:00,GB,Retail Sales MoM DEC,-0.01,-0.50%,0.005,0.003
Wednesday,01/25/23,10:00,CA,BoC Interest Rate Decision,0.045,4.25%,0.045,0.045
Wednesday,01/25/23,10:00,CA,BoC Monetary Policy Report,,,,
Thursday,01/26/23,8:30,US,Durable Goods Orders MoM DEC,0.056,-1.70%,0.025,0.022
Thursday,01/26/23,8:30,US,GDP Growth Rate QoQ Adv Q4,0.029,3.20%,0.026,0.027
Friday,01/27/23,8:30,US,Core PCE Price Index MoM DEC,0.003,0.20%,0.003,0.001
Friday,01/27/23,8:30,US,Personal Income MoM DEC,0.002,0.30%,0.002,0.003
Friday,01/27/23,8:30,US,Personal Spending MoM DEC,-0.002,-0.10%,-0.001,-0.001
Monday,01/30/23,20:30,CN,NBS Manufacturing PMI JAN,50.1,47,49.8,49.5
Tuesday,01/31/23,0:00,JP,Consumer Confidence JAN,31,30.3,30.5,30
Tuesday,01/31/23,5:00,EA,GDP Growth Rate QoQ Flash Q4,0.001,0.30%,-0.001,0
Tuesday,01/31/23,5:00,EA,GDP Growth Rate YoY Flash Q4,0.019,2.30%,0.018,0.016
Tuesday,01/31/23,20:45,CN,Caixin Manufacturing PMI JAN,49.2,49,49.5,50
Wednesday,02/01/23,5:00,EA,Inflation Rate YoY Flash JAN,0.085,9.20%,0.09,0.089
Wednesday,02/01/23,5:00,EA,Unemployment Rate DEC,0.066,6.60%,0.065,0.065
Wednesday,02/01/23,10:00,US,ISM Manufacturing PMI JAN,47.4,48.4,48,48
Wednesday,02/01/23,10:00,US,JOLTs Job Openings DEC,11.012M,10.44M,10.25M,9.5M
Wednesday,02/01/23,14:00,US,Fed Interest Rate Decision,0.0475,4.50%,0.0475,0.0475
Wednesday,02/01/23,14:30,US,Fed Press Conference,,,,
Thursday,02/02/23,7:00,GB,BoE Interest Rate Decision,0.04,3.50%,0.04,0.04
Thursday,02/02/23,8:15,EA,Deposit Facility Rate,0.025,2%,0.025,0.025
Thursday,02/02/23,8:15,EA,ECB Interest Rate Decision,0.03,2.50%,0.03,0.03
Thursday,02/02/23,8:45,EA,ECB Press Conference,,,,
Friday,02/03/23,8:30,US,Non Farm Payrolls JAN,517K,260K,185K,190K
Friday,02/03/23,8:30,US,Unemployment Rate JAN,0.034,3.50%,0.036,0.036
Friday,02/03/23,10:00,US,ISM Non-Manufacturing PMI JAN,55.2,49.2,50.4,50.6
Monday,02/06/23,10:00,CA,Ivey PMI s.a JAN,60.1,49.3,42.3,40
Tuesday,02/07/23,8:30,CA,Balance of Trade DEC,-0.16B,-0.22B,-0.5B,-0.4B
Tuesday,02/07/23,8:30,US,Balance of Trade DEC,-67.4B,-61B,-68.5B,-68.8B
Thursday,02/09/23,20:30,CN,Inflation Rate YoY JAN,0.021,1.80%,0.022,0.02
Friday,02/10/23,2:00,GB,GDP Growth Rate QoQ Prel Q4,0,-0.20%,0,0.001
Friday,02/10/23,2:00,GB,GDP Growth Rate YoY Prel Q4,0.004,1.90%,0.004,0.002
Friday,02/10/23,2:00,GB,GDP MoM DEC,-0.005,0.10%,-0.003,-0.001
Friday,02/10/23,8:30,CA,Unemployment Rate JAN,0.05,5%,0.051,0.052
Friday,02/10/23,10:00,US,Michigan Consumer Sentiment Prel FEB,66.4,64.9,65,65
Monday,02/13/23,18:50,JP,GDP Growth Annualized Prel Q4,0.006,-1%,0.02,0.016
Monday,02/13/23,18:50,JP,GDP Growth Rate QoQ Prel Q4,0.002,-0.30%,0.005,0.004
Tuesday,02/14/23,2:00,GB,Claimant Count Change JAN,-12.9K,-3.2K,,25.0K
Tuesday,02/14/23,2:00,GB,Unemployment Rate DEC,0.037,3.70%,0.037,0.038
Tuesday,02/14/23,8:30,US,Core Inflation Rate YoY JAN,0.056,5.70%,0.055,0.054
Tuesday,02/14/23,8:30,US,Inflation Rate YoY JAN,0.064,6.50%,0.062,0.063
Wednesday,02/15/23,2:00,GB,Inflation Rate YoY JAN,0.101,10.50%,0.103,0.103
Wednesday,02/15/23,8:30,US,Retail Sales MoM JAN,0.03,-1.10%,0.018,0.012
Wednesday,02/15/23,18:50,JP,Balance of Trade JAN,-3496.6B,-1451.8B,-3871.5B,-2200.0B
Thursday,02/16/23,8:30,US,Building Permits Prel JAN,1.339M,1.337M,1.35M,1.374M
Thursday,02/16/23,8:30,US,PPI MoM JAN,0.007,-0.20%,0.004,0.002
Friday,02/17/23,2:00,GB,Retail Sales MoM JAN,0.005,-1.20%,-0.003,-0.008
Tuesday,02/21/23,8:30,CA,Inflation Rate YoY JAN,0.059,6.30%,0.061,0.059
Wednesday,02/22/23,14:00,US,FOMC Minutes,,,,
Thursday,02/23/23,18:30,JP,Inflation Rate YoY JAN,0.043,4%,,0.042
Thursday,02/23/23,19:01,GB,Gfk Consumer Confidence FEB,-38,-45,-43,-42
Friday,02/24/23,8:30,US,Core PCE Price Index MoM JAN,0.006,0.40%,0.004,0.003
Friday,02/24/23,8:30,US,Personal Income MoM JAN,0.006,0.30%,0.01,0.007
Friday,02/24/23,8:30,US,Personal Spending MoM JAN,0.018,-0.10%,0.013,0.011
Monday,02/27/23,8:30,US,Durable Goods Orders MoM JAN,-0.045,5.10%,-0.04,-0.035
Tuesday,02/28/23,8:30,CA,GDP Growth Rate QoQ Q4,0,0.60%,,0.004
Tuesday,02/28/23,20:30,CN,NBS Manufacturing PMI FEB,52.6,50.1,50.5,50.8
Tuesday,02/28/23,20:45,CN,Caixin Manufacturing PMI FEB,51.6,49.2,50.2,50.3
Wednesday,03/01/23,10:00,US,ISM Manufacturing PMI FEB,47.7,47.4,48,48
Thursday,03/02/23,0:00,JP,Consumer Confidence FEB,31.1,31,32,32
Thursday,03/02/23,5:00,EA,Inflation Rate YoY Flash FEB,0.085,8.60%,0.082,0.084
Thursday,03/02/23,5:00,EA,Unemployment Rate JAN,0.067,6.70%,0.066,0.066
Friday,03/03/23,10:00,US,ISM Non-Manufacturing PMI FEB,55.1,55.2,54.5,54.6
Monday,03/06/23,10:00,CA,Ivey PMI s.a FEB,51.6,60.1,55.9,55
Monday,03/06/23,23:30,CN,Balance of Trade JAN-FEB,116.88B,78B,81.8B,78.2B
Tuesday,03/07/23,10:00,US,Fed Chair Powell Testimony,,,,
Wednesday,03/08/23,8:30,CA,Balance of Trade JAN,1.92B,1.19B,-0.06B,0.1B
Wednesday,03/08/23,8:30,US,Balance of Trade JAN,-68.3B,-67.2B,-68.9B,-69.0B
Wednesday,03/08/23,10:00,CA,BoC Interest Rate Decision,0.045,4.50%,0.045,0.045
Wednesday,03/08/23,10:00,US,Fed Chair Powell Testimony,,,,
Wednesday,03/08/23,10:00,US,JOLTs Job Openings JAN,10.824M,11.234M,10.5M,10.6M
Wednesday,03/08/23,20:30,CN,Inflation Rate YoY FEB,0.01,2.10%,0.019,0.023
Thursday,03/09/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Friday,03/10/23,2:00,GB,GDP MoM JAN,0.003,-0.50%,0.001,0
Friday,03/10/23,8:30,CA,Unemployment Rate FEB,0.05,5%,0.051,0.052
Friday,03/10/23,8:30,US,Non Farm Payrolls FEB,311K,504K,205K,210.0K
Friday,03/10/23,8:30,US,Unemployment Rate FEB,0.036,3.40%,0.034,0.034
Monday,03/13/23,8:00,US,President Biden Speech on Banking System ,,,,
Monday,03/13/23,10:30,US,Closed-door Fed Emergency Meeting,,,,
Tuesday,03/14/23,2:00,GB,Claimant Count Change FEB,-11.2K,-30.3K,,-27.0K
Tuesday,03/14/23,2:00,GB,Unemployment Rate JAN,0.037,3.70%,0.038,0.038
Tuesday,03/14/23,7:30,US,Core Inflation Rate YoY FEB,0.055,5.60%,0.055,0.056
Tuesday,03/14/23,7:30,US,Inflation Rate YoY FEB,0.06,6.40%,0.06,0.061
Tuesday,03/14/23,21:00,CN,Industrial Production YoY JAN-FEB,0.024,1.30%,0.026,0.025
Wednesday,03/15/23,7:30,US,PPI MoM FEB,-0.001,0.30%,0.003,0.004
Wednesday,03/15/23,7:30,US,Retail Sales MoM FEB,-0.004,3.20%,-0.003,-0.002
Wednesday,03/15/23,18:50,JP,Balance of Trade FEB,-897.7B,-3498.6B,-1069.4B,-1300.0B
Thursday,03/16/23,7:30,US,Building Permits Prel FEB,1.524M,1.339M,1.34M,1.33M
Thursday,03/16/23,8:15,EA,Deposit Facility Rate,0.03,2.50%,0.03,0.03
Thursday,03/16/23,8:15,EA,ECB Interest Rate Decision,0.035,3%,0.035,0.035
Thursday,03/16/23,8:45,EA,ECB Press Conference,,,,
