Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
Gigabyte Aorus GeForce RTX 3070 Master 8G LHR,,Gigabyte,GV-N3070AORUS M-8GD 2.0,4719331309534,,290 mm,3.0,2,0,3,3,0,0,MHz,8 GB,14000 MHz,220 W,
Gigabyte Aorus GeForce RTX 3080 Master 10G LHR,,Gigabyte,GV-N3080AORUS M-10GD 3.0,4719331309657,,319 mm,3.5,3,0,3,3,0,0,1845 MHz,10 GB,19000 MHz,320 W,
Gigabyte Aorus GeForce RTX 3080 Ti Master 12G LHR,,Gigabyte,GV-N308TAORUS M-12GD,4719331308865,889523027981,319 mm,3.5,3,0,3,3,0,0,1770 MHz,12 GB,19000 MHz,400 W,
GIGABYTE Aorus GeForce RTX 4060 Ti Elite,,Gigabyte,GV-N406TAORUS E-8GD,4719331313395,,301 mm,2.75,1,0,2,2,0,0,2655 MHz,8 GB,18000 MHz,160 W,
GIGABYTE Aorus GeForce RTX 4070 Master,,Gigabyte,GV-N4070AORUS M-12GD,4719331312954,,342 mm,3.5,0,0,1,3,0,0,2595 MHz,12 GB,21000 MHz,200 W,
GIGABYTE Aorus GeForce RTX 4070 Ti Elite,,Gigabyte,GV-N407TAORUS E-12GD,4719331312589,,342 mm,3.0,0,0,1,3,0,0,2655 MHz,12 GB,21000 MHz,285 W,
GIGABYTE Aorus GeForce RTX 4070 Ti Master,,Gigabyte,GV-N407TAORUS M-12GD,4719331312596,,342 mm,3.0,0,0,1,3,0,0,2670 MHz,12 GB,21000 MHz,285 W,
GIGABYTE Aorus GeForce RTX 4080 Master,,Gigabyte,GV-N4080AORUS M-16GD,4719331311537,,357 mm,3.5,0,0,1,3,0,0,2550 MHz,16 GB,22400 MHz,320 W,
Gigabyte Aorus Radeon RX 6700 XT Elite,,Gigabyte,GV-R67XTAORUS E-12GD,4719331308704,,296 mm,2.75,1,1,2,2,0,0,2622 MHz,12 GB,8000 MHz,230 W,
Gigabyte Aorus Radeon RX 6750 XT Elite,,Gigabyte,GV-R675XTAORUS E-12GD,4719331310813,,296 mm,2.7,1,1,2,2,0,0,MHz,12 GB,,250 W,
Gigabyte Aorus Radeon RX 6800 Master,,Gigabyte,GV-R68AORUS M-16GD,4719331307929,,300 mm,3.0,2,0,2,2,0,0,2190 MHz,16 GB,,250 W,
Gigabyte Aorus Radeon RX 6800 XT Master,,Gigabyte,GV-R68XTAORUS M-16GD,4719331307981,889523025611,324 mm,3.0,2,0,2,2,0,0,2310 MHz,16 GB,,300 W,
Gigabyte GeForce RTX 3050 Eagle,,Gigabyte,GV-N3050EAGLE-8GD,4719331310738,,213 mm,2.0,1,0,2,2,0,0,1777 MHz,8 GB,4 MHz,130 W,
Gigabyte GeForce RTX 3050 Eagle OC,$283.32 USD,Gigabyte,GV-N3050EAGLE OC-8GD,4719331310721,889523031940,213 mm,2.0,1,0,2,2,0,0,1792 MHz,8 GB,4 MHz,130 W,https://www.amazon.ca/dp/B09QVYJC3S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3050 Gaming OC,$295.95 USD,Gigabyte,GV-N3050GAMING OC-8GD,4719331310691,889523031810,282 mm,2.0,1,0,2,2,0,0,1822 MHz,8 GB,4 MHz,130 W,https://www.amazon.ca/dp/B09QVPMGYV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3060 Eagle,,Gigabyte,GV-N3060EAGLE-12GD,4719331308582,,242 mm,2.0,1,0,2,2,0,0,1777 MHz,12 GB,15000 MHz,170 W,
Gigabyte GeForce RTX 3060 Eagle 12G LHR,,Gigabyte,GV-N3060EAGLE-12GD 2.0,4719331309343,,242 mm,2.0,1,0,2,2,0,0,1777 MHz,12 GB,15000 MHz,170 W,
Gigabyte GeForce RTX 3060 Eagle OC,,Gigabyte,GV-N3060EAGLE OC-12GD,4719331308575,,242 mm,2.0,1,0,2,2,0,0,1807 MHz,12 GB,7500 MHz,170 W,
Gigabyte GeForce RTX 3060 Eagle OC 12G LHR,,Gigabyte,GV-N3060EAGLE OC-12GD 2.0,4719331309305,,242 mm,2.0,1,0,2,2,0,0,1807 MHz,12 GB,15000 MHz,170 W,
Gigabyte GeForce RTX 3060 Elite,,Gigabyte,GV-N3060AORUS E-12GD,4719331308681,,296 mm,2.75,1,1,2,2,0,0,1867 MHz,12 GB,7500 MHz,170 W,
Gigabyte GeForce RTX 3060 Gaming OC,,Gigabyte,GV-N3060GAMING OC-12GD 1.0,4719331308568,,282 mm,2.0,1,0,2,2,0,0,1837 MHz,12 GB,7500 MHz,170 W,
Gigabyte GeForce RTX 3060 Gaming OC 12G LHR,$297.4 USD,Gigabyte,GV-N3060GAMING OC-12GD 2.0,4719331309312,889523028629,282 mm,2.0,1,0,2,2,0,0,1837 MHz,12 GB,15000 MHz,170 W,https://www.amazon.ca/dp/B0971BG25M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3060 Ti Eagle,,Gigabyte,GV-N306TEAGLE-8GD,4719331307776,,242 mm,2.0,1,0,2,2,0,0,1665 MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Eagle 8G LHR,,Gigabyte,GV-N306TEAGLE-8GD 2.0,4719331309435,,242 mm,2.0,1,0,2,3,0,0,1665 MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Eagle OC,,Gigabyte,GV-N306TEAGLE OC-8GD,4719331307769,,242 mm,2.0,1,0,2,2,0,0,MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Eagle OC 8G LHR,,Gigabyte,GV-N306TEAGLE OC-8GD 2.0,4719331309428,889523029213,242 mm,2.0,1,0,2,2,0,0,1695 MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Gaming OC,,Gigabyte,GV-N306TGAMING OC-8GD,4719331307752,,282 mm,2.0,1,0,2,2,0,0,MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Gaming OC 8G LHR,$426.51 USD,Gigabyte,GV-N306TGAMING OC-8GD 2.0,4719331309794,889523029626,282 mm,2.0,1,0,2,2,0,0,1740 MHz,8 GB,14000 MHz,230 W,https://www.amazon.ca/dp/B09BKBJ14W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro,,Gigabyte,GV-N306TGAMINGOC PRO-8GD,4719331307943,,286 mm,2.5,1,1,2,2,0,0,MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro 8G LHR,$649.8 USD,Gigabyte,GV-N306TGAMINGOC PRO-8GD 3.0,4719331309411,889523029237,281 mm,2.0,1,1,2,2,0,0,1770 MHz,8 GB,14000 MHz,200 W,https://www.amazon.ca/dp/B098PJNWKD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3060 Ti Vision OC 8G LHR,,Gigabyte,GV-N306TVISION OC-8GD 2.0,4719331309466,,281 mm,2.0,1,1,2,2,0,0,1755 MHz,8 GB,14000 MHz,230 W,
Gigabyte GeForce RTX 3060 Vision OC,,Gigabyte,GV-N3060VISION OC-12GD,4719331308650,,280 mm,2.0,1,0,2,2,0,0,1837 MHz,12 GB,7500 MHz,170 W,
Gigabyte GeForce RTX 3060 Vision OC 12G LHR,$355.43 USD,Gigabyte,GV-N3060VISION OC-12GD 2.0,4719331309350,889523028841,280 mm,2.0,1,0,2,2,0,0,1837 MHz,12 GB,15000 MHz,170 W,https://www.amazon.ca/dp/B0971BRCM4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3070 Eagle 8G LHR,,Gigabyte,GV-N3070EAGLE-8GD 2.0,4719331309459,,282 mm,2.0,1,1,2,2,0,0,MHz,8 GB,14000 MHz,220 W,
Gigabyte GeForce RTX 3070 Eagle OC 8G LHR,,Gigabyte,GV-N3070EAGLE OC-8GD 2.0,4719331309619,,282 mm,2.0,1,1,2,2,0,0,1770 MHz,8 GB,14000 MHz,220 W,
Gigabyte GeForce RTX 3070 Gaming OC 8G LHR,,Gigabyte,GV-N3070GAMING OC-8GD 2.0,4719331309404,,286 mm,2.5,1,1,2,2,0,0,MHz,8 GB,14000 MHz,220 W,
Gigabyte GeForce RTX 3070 Ti Eagle OC,,Gigabyte,GV-N307TEAGLE OC-8GD,4719331309251,,283 mm,2.5,2,0,2,2,0,0,1800 MHz,8 GB,19000 MHz,290 W,
Gigabyte GeForce RTX 3070 Ti Gaming OC,,Gigabyte,GV-N307TGAMING OC-8GD,4719331309244,,324 mm,2.75,2,0,2,2,0,0,1830 MHz,8 GB,19000 MHz,290 W,
Gigabyte GeForce RTX 3070 Ti Master,$1034.26 USD,Gigabyte,GV-N307TAORUS M-8GD,4719331309336,889523028728,324 mm,3.5,2,1,3,3,0,0,1875 MHz,8 GB,19000 MHz,290 W,https://www.amazon.ca/dp/B097GMHNCT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3070 Ti Vision OC,,Gigabyte,GV-N307TVISION OC-8GD,4719331309275,,320 mm,2.75,2,0,2,2,0,0,1830 MHz,8 GB,19000 MHz,290 W,
Gigabyte GeForce RTX 3070 Vision OC 8G LHR,,Gigabyte,GV-N3070VISION OC-8GD 2.0,4719331309626,,286 mm,2.5,1,1,2,2,0,0,MHz,8 GB,14000 MHz,220 W,
Gigabyte GeForce RTX 3080 Eagle 10G LHR,,Gigabyte,GV-N3080EAGLE-10GD 2.0,4719331309510,,320 mm,2.7,2,0,2,3,0,0,1710 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3080 Eagle OC,,Gigabyte,GV-N3080EAGLE OC-10GD 2.0,4719331309527,,320 mm,3.0,2,0,2,3,0,0,MHz,10 GB,19000 MHz,350 W,
Gigabyte GeForce RTX 3080 Eagle OC 1,,Gigabyte,GV-N3080EAGLE OC-10GD,4719331307554,,320 mm,,2,0,2,3,0,0,1755 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3080 Gaming OC 1,,Gigabyte,GV-N3080GAMING OC-10GD,4719331307530,,320 mm,,2,0,2,3,0,0,1800 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3080 Gaming OC 10G LHR,,Gigabyte,GV-N3080GAMING OC-10GD 2.0,4719331309497,,320 mm,2.5,2,0,2,3,0,0,1800 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3080 Gaming OC Waterforce WB 10G LHR,,Gigabyte,GV-N3080GAMINGOC WB-10GD 2.0,4719331309695,,310 mm,2.0,2,0,2,3,0,0,1800 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3080 Ti Eagle OC 12G LHR,$1305.67 USD,Gigabyte,GV-N308TEAGLE OC-12GD,4719331308827,889523027943,320 mm,2.7,2,0,2,3,0,0,1680 MHz,12 GB,19000 MHz,320 W,https://www.amazon.ca/dp/B083HZCPGK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte GeForce RTX 3080 Ti Gaming OC,,Gigabyte,GV-N308TGAMING OC-12GD,4719331308803,889523027929,320 mm,2.7,2,0,2,3,0,0,1710 MHz,12 GB,19000 MHz,350 W,
Gigabyte GeForce RTX 3080 Ti Vision OC,,Gigabyte,GV-N308TVISION OC-12GD,4719331308810,889523027936,320 mm,2.7,2,0,2,3,0,0,1710 MHz,12 GB,19000 MHz,350 W,
Gigabyte GeForce RTX 3080 Vision OC 10G LHR,,Gigabyte,GV-N3080VISION OC-10GD 2,4719331309480,,320 mm,2.5,2,0,2,3,0,0,1800 MHz,10 GB,19000 MHz,320 W,
Gigabyte GeForce RTX 3090 Gaming OC,,Gigabyte,GV-N3090GAMING OC-24GD,4719331307547,,320 mm,2.75,2,0,2,3,0,0,1755 MHz,24 GB,19500 MHz,350 W,
Gigabyte GeForce RTX 3090 Ti Gaming,,Gigabyte,GV-N309TGAMING-24GD,4719331310776,,331 mm,3.5,0,0,1,3,0,0,1860 MHz,24 GB,,450 W,
Gigabyte GeForce RTX 3090 Ti Gaming OC,$1718.23 USD,Gigabyte,GV-N309TGAMING OC-24GD,4719331310653,889523031780,331 mm,3.5,0,0,1,3,0,0,1905 MHz,24 GB,,450 W,https://www.amazon.ca/dp/B09XJCNYT8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
GIGABYTE GeForce RTX 4060 Ti Aero OC,,Gigabyte,GV-N406TAERO OC-8GD,4719331313449,,281 mm,2.5,1,0,2,2,0,0,2580 MHz,8 GB,18000 MHz,160 W,
GIGABYTE GeForce RTX 4060 Ti Eagle,$398.22 USD,Gigabyte,GV-N406TEAGLE-8GD,4719331313401,889523037997,272 mm,2.0,1,0,2,2,0,0,2535 MHz,8 GB,18000 MHz,160 W,https://www.amazon.ca/dp/B0C5BQ1HM6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
GIGABYTE GeForce RTX 4060 Ti Eagle OC,,Gigabyte,GV-N406TEAGLE OC-8GD,4719331313418,,272 mm,2.0,1,0,2,2,0,0,2550 MHz,8 GB,18000 MHz,160 W,
GIGABYTE GeForce RTX 4060 Ti Gaming OC,$435.22 USD,Gigabyte,GV-N406TGAMING OC-8GD,4719331313456,889523038093,281 mm,2.0,1,0,2,2,0,0,2535 MHz,8 GB,18000 MHz,160 W,https://www.amazon.ca/dp/B0C5B9M9JY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
GIGABYTE GeForce RTX 4070 Aero OC,,Gigabyte,GV-N4070AERO OC-12GD,4719331312992,,300 mm,3.0,0,0,1,3,0,0,MHz,12 GB,21000 MHz,200 W,
GIGABYTE GeForce RTX 4070 Eagle OC,,Gigabyte,GV-N4070EAGLE OC-12GD,4719331312961,889523037027,261 mm,2.5,1,0,1,3,0,0,2505 MHz,12 GB,21000 MHz,200 W,
GIGABYTE GeForce RTX 4070 Gaming OC,$629.62 USD,Gigabyte,GV-N4070GAMING OC-12GD 1.0,4719331312947,889523037010,300 mm,3.0,0,0,1,3,0,0,2565 MHz,12 GB,21000 MHz,200 W,https://www.amazon.ca/dp/B0BZHBRQCQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
GIGABYTE GeForce RTX 4070 Ti Aero OC,,Gigabyte,GV-N407TAERO OC-12GD,4719331312619,,336 mm,3.0,0,0,1,3,0,0,2640 MHz,12 GB,21000 MHz,750 W,
GIGABYTE GeForce RTX 4070 Ti Eagle,,Gigabyte,GV-N407TEAGLE-12GD,4719331312602,,301 mm,3.0,0,0,1,3,0,0,2610 MHz,12 GB,21000 MHz,285 W,
GIGABYTE GeForce RTX 4070 Ti Eagle OC,,Gigabyte,GV-N407TEAGLE OC-12GD 2.0,4719331312978,,261 mm,3.0,0,0,1,3,0,0,2625 MHz,12 GB,21000 MHz,285 W,
GIGABYTE GeForce RTX 4070 Ti Gaming OC,,Gigabyte,GV-N407TGAMING OC-12GD,4719331312565,,336 mm,3.0,0,0,1,3,0,0,2640 MHz,12 GB,21000 MHz,750 W,
GIGABYTE GeForce RTX 4070 WindForce 3X OC,,Gigabyte,GV-N4070WF3OC-12GD 1.0,4719331312930,889523037003,261 mm,2.5,1,0,1,3,0,0,2490 MHz,12 GB,21000 MHz,200 W,
GIGABYTE GeForce RTX 4080 Aero OC,,Gigabyte,GV-N4080AERO OC-16GD,4719331311513,,342 mm,3.5,0,0,1,3,0,0,2535 MHz,16 GB,22400 MHz,320 W,
GIGABYTE GeForce RTX 4080 Eagle,,Gigabyte,GV-N4080EAGLE-16GD,4719331311568,,342 mm,3.0,0,0,1,3,0,0,2505 MHz,16 GB,22400 MHz,320 W,
GIGABYTE GeForce RTX 4080 Eagle OC,$1160.59 USD,Gigabyte,GV-N4080EAGLE OC-16GD,4719331311506,,342 mm,3.0,0,0,1,3,0,0,2520 MHz,16 GB,22400 MHz,320 W,https://www.amazon.ca/dp/B0BLT4ZMGL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
GIGABYTE GeForce RTX 4080 Gaming OC,,Gigabyte,GV-N4080GAMING OC-16GD,4719331311520,,342 mm,3.5,0,0,1,3,0,0,2535 MHz,16 GB,22400 MHz,320 W,
Gigabyte Radeon RX 6500 XT Eagle,$216.87 USD,Gigabyte,GV-R65XTEAGLE-4GD,4719331310554,889523031247,192 mm,2.0,0,1,1,1,0,0,2815 MHz,4 GB,,107 W,https://www.amazon.ca/dp/B09QV67R17?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Radeon RX 6500 XT Gaming OC,,Gigabyte,GV-R65XTGAMING OC-4GD,4719331310561,889523031254,282 mm,2.0,0,1,1,1,0,0,2825 MHz,4 GB,,107 W,
Gigabyte Radeon RX 6600 Eagle,,Gigabyte,GV-R66EAGLE-8GD,4719331309923,,282 mm,2.0,1,0,2,2,0,0,2491 MHz,8 GB,,132 W,
Gigabyte Radeon RX 6600 XT Eagle,,Gigabyte,GV-R66XTEAGLE-8GD,4719331309749,889523029541,282 mm,2.0,1,0,2,2,0,0,MHz,8 GB,16000 MHz,160 W,
Gigabyte Radeon RX 6600 XT Gaming OC,,Gigabyte,GV-R66XTGAMING OC-8GD,4719331309732,,282 mm,3.0,1,0,2,2,0,0,MHz,8 GB,16000 MHz,160 W,
Gigabyte Radeon RX 6600 XT Gaming Pro OC,,Gigabyte,GV-R66XTGAMINGOC PRO-8GD,4719331309756,889523029558,282 mm,3.0,1,0,2,2,0,0,MHz,8 GB,16000 MHz,160 W,
Gigabyte Radeon RX 6650 XT Eagle,,Gigabyte,GV-R665XTEAGLE-8GD,4719331310837,,282 mm,2.0,1,0,3,1,0,0,2635 MHz,8 GB,,180 W,
Gigabyte Radeon RX 6650 XT Gaming OC,,Gigabyte,GV-R665XTGAMING OC-8GD,4719331310806,,282 mm,2.5,1,0,3,1,0,0,2593 MHz,8 GB,,180 W,
Gigabyte Radeon RX 6700 XT,,Gigabyte,GV-R67XT-12GD-B,4719331308636,,267 mm,2.0,1,1,1,3,0,0,2581 MHz,12 GB,8000 MHz,260 W,
Gigabyte Radeon RX 6700 XT Eagle,$454.3 USD,Gigabyte,GV-R67XTEAGLE-12GD,4719331308629,889523027288,282 mm,2.0,1,1,2,2,0,0,2581 MHz,12 GB,8000 MHz,230 W,https://www.amazon.ca/dp/B08Z4J6NHW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Radeon RX 6700 XT Eagle OC,,Gigabyte,GV-R67XTEAGLE OC-12GD,4719331310400,889523030073,282 mm,2.0,1,1,2,2,0,0,2581 MHz,12 GB,,230 W,
Gigabyte Radeon RX 6700 XT Gaming OC,$948.74 USD,Gigabyte,GV-R67XTGAMING OC-12GD,4719331308612,889523027271,281 mm,2.5,1,1,2,2,0,0,2622 MHz,12 GB,8000 MHz,230 W,https://www.amazon.ca/dp/B08Z5M4KFM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Radeon RX 6750 XT Gaming OC,,Gigabyte,GV-R675XTGAMING OC-12GD,4719331310820,,281 mm,2.5,1,1,2,2,0,0,MHz,12 GB,,250 W,
Gigabyte Radeon RX 6800 Gaming OC,,Gigabyte,GV-R68GAMING OC-16GD,4719331307936,889523025543,286 mm,3.0,2,0,2,2,0,0,2155 MHz,16 GB,,250 W,
Gigabyte Radeon RX 6800 XT Gaming OC,$870.44 USD,Gigabyte,GV-R68XTGAMING OC-16GD,4719331307998,889523025628,286 mm,3.0,2,0,2,2,0,0,2285 MHz,16 GB,,300 W,https://www.amazon.ca/dp/B08PFX6PZ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Radeon RX 6900 XT,,Gigabyte,GV-R69XT-16GC-B,4719331308360,,267 mm,2.5,2,0,1,3,0,0,2250 MHz,16 GB,,300 W,
Gigabyte Radeon RX 6900 XT Gaming OC,,Gigabyte,GV-R69XTGAMING OC-16GD,4719331308407,889523026069,286 mm,3.0,3,0,2,2,0,0,2285 MHz,16 GB,,300 W,
Gigabyte Radeon RX 6900 XT Master,,Gigabyte,GV-R69XTAORUS M-16GD 2.0,4719331310523,,322 mm,3.0,3,0,2,2,0,0,2335 MHz,16 GB,,300 W,
Gigabyte Radeon RX 6950 XT GAMING OC,,Gigabyte,GV-R695XTGAMING OC-16GD,4719331310905,,332 mm,2.9,3,0,2,2,0,0,MHz,16 GB,,335 W,
GIGABYTE Radeon RX 7600 Gaming OC,,Gigabyte,GV-R76GAMING OC-8GD,4719331313425,,282 mm,2.0,1,0,2,2,0,0,MHz,8 GB,18000 MHz,165 W,
GIGABYTE Radeon RX 7700 XT Gaming OC,,Gigabyte,GV-R77XTGAMING OC-12GD,4719331314446,,302 mm,2.5,2,0,2,2,0,0,2599 MHz,12 GB,18000 MHz,245 W,
GIGABYTE Radeon RX 7800 XT Gaming OC,,Gigabyte,GV-R78XTGAMING OC-16GD,4719331314514,,302 mm,2.5,2,0,2,2,0,0,2565 MHz,16 GB,19500 MHz,263 W,
Gigabyte RTX 3070 Eagle,,Gigabyte,GV-N3070EAGLE-8GD,4719331307738,,282 mm,2.0,1,1,2,2,0,0,1725 MHz,8 GB,14000 MHz,220 W,
Gigabyte RTX 3070 Eagle OC,,Gigabyte,GV-N3070EAGLE OC-8GD,4719331307677,,282 mm,2.0,1,1,2,2,0,0,1770 MHz,8 GB,14000 MHz,220 W,
Gigabyte RTX 3070 Gaming OC,,Gigabyte,GV-N3070GAMING OC-8GD,4719331307691,,286 mm,2.5,1,1,2,2,0,0,1815 MHz,8 GB,14000 MHz,220 W,
Gigabyte RTX 3070 Vision OC,,Gigabyte,GV-N3070VISION OC-8GD,4719331307790,,286 mm,2.5,1,1,2,2,0,0,1815 MHz,8 GB,14000 MHz,220 W,
INNO3D GeForce RTX 3050 Gaming OC X2,,INNO3D,N30502-08D6X-11902120,4895223102671,,240 mm,2.0,1,0,1,3,0,0,1830 MHz,8 GB,4 MHz,130 W,
INNO3D GeForce RTX 3050 Twin X2,,INNO3D,N30502-08D6-1190VA42,0835168002623,,240 mm,2.0,1,0,1,3,0,0,1777 MHz,8 GB,4 MHz,130 W,
INNO3D GeForce RTX 3050 Twin X2 OC,,INNO3D,N30502-08D6X-11902130,0835168002616,,240 mm,2.0,1,0,1,3,0,0,1822 MHz,8 GB,4 MHz,130 W,
INNO3D GeForce RTX 3060 iChill X3,,INNO3D,C30603-12D6X-1671VA39A,0835168001749,,300 mm,3.0,1,0,1,3,0,0,1837 MHz,12 GB,7500 MHz,170 W,
INNO3D GeForce RTX 3060 iChill X3 Red LHR,,INNO3D,C30603-12D6X-167139AH,4895223102107,,300 mm,3.0,1,0,1,3,0,0,1725 MHz,12 GB,15000 MHz,170 W,
INNO3D GeForce RTX 3060 Ti iChill X3 Red LHR,,INNO3D,C306T3-08D6X-1671VA39H,4895223102060,,300 mm,3.0,1,0,1,3,0,0,1725 MHz,8 GB,14000 MHz,220 W,
INNO3D GeForce RTX 3060 Ti Twin X2 LHR,,INNO3D,N306T2-08D6-119032DH,4895223102329,,240 mm,2.0,1,0,1,3,0,0,1665 MHz,8 GB,14000 MHz,200 W,
INNO3D GeForce RTX 3060 Ti Twin X2 OC LHR,,INNO3D,N306T2-08D6X-119032DH,4895223102077,,240 mm,2.0,1,0,1,3,0,0,1680 MHz,8 GB,14000 MHz,200 W,
INNO3D GeForce RTX 3060 Twin X2 OC,,INNO3D,N30602-12D6X-11902120,0835168001725,,240 mm,2.0,1,0,1,3,0,0,1792 MHz,12 GB,7500 MHz,200 W,
INNO3D GeForce RTX 3060 Twin X2 OC LHR,,INNO3D,N30602-12D6X-11902120H,4895223102084,835168002104,240 mm,2.0,1,0,1,3,0,0,1792 MHz,12 GB,15000 MHz,200 W,
INNO3D GeForce RTX 3070 iChill X3 LHR,,INNO3D,C30703-08D6X-1710VA38H,4895223102022,,300 mm,3.0,2,0,1,3,0,0,1785 MHz,8 GB,14000 MHz,220 W,
INNO3D GeForce RTX 3070 iChill X4 LHR,,INNO3D,C30704-08D6X-1710VA35H,4895223102015,,300 mm,3.0,2,0,1,3,0,0,1785 MHz,8 GB,14000 MHz,240 W,
INNO3D GeForce RTX 3070 Ti iChill X3,,INNO3D,C307T3-086XX-1820VA38,0835168001978,,300 mm,3.0,2,0,1,3,0,0,1830 MHz,8 GB,19000 MHz,290 W,
INNO3D GeForce RTX 3070 Ti iChill X3 OC,,INNO3D,N307T3-086XX-1820VA45,0835168001985,,300 mm,2.0,2,0,1,3,0,0,1785 MHz,8 GB,19000 MHz,290 W,
INNO3D GeForce RTX 3070 Ti iChill X4,,INNO3D,C307T4-086XX-1820VA35,0835168001961,,300 mm,3.0,2,0,1,3,0,0,1830 MHz,8 GB,19000 MHz,320 W,
INNO3D GeForce RTX 3070 Twin X2 OC LHR,,INNO3D,N30702-08D6X-171032LH,4895223102039,,240 mm,2.0,2,0,1,3,0,0,1740 MHz,8 GB,14000 MHz,220 W,
INNO3D GeForce RTX 3080 iChill Frostbite LHR,,INNO3D,C3080-106XX-1810FBH,4895223102053,,226 mm,2.0,2,0,1,3,0,0,1770 MHz,10 GB,19000 MHz,340 W,
INNO3D GeForce RTX 3080 iChill X3 LHR,,INNO3D,C30803-106XX-1810VA37H,0835168002012,,300 mm,3.0,2,0,1,3,0,0,1725 MHz,10 GB,19000 MHz,340 W,
INNO3D GeForce RTX 3080 iChill X4 LHR,,INNO3D,C30804-106XX-1810VA36H,4895223101988,,300 mm,3.0,2,0,1,3,0,0,1725 MHz,10 GB,19000 MHz,340 W,
INNO3D GeForce RTX 3080 Ti iChill Black LHR,,INNO3D,C308TB-126XX-1810003,0835168002326,,226 mm,3.0,2,0,1,3,0,0,1710 MHz,12 GB,19000 MHz,350 W,
INNO3D GeForce RTX 3080 Ti iChill X3 LHR,,INNO3D,C308T3-126XX-1810VA37,0835168001923,,300 mm,3.0,2,0,1,3,0,0,1710 MHz,12 GB,19000 MHz,320 W,
INNO3D GeForce RTX 3080 Ti X3 LHR,,INNO3D,N308T3-126X-1810VA44,0835168001947,,300 mm,3.0,2,0,1,3,0,0,1665 MHz,10 GB,19000 MHz,320 W,
INNO3D GeForce RTX 3080 Ti X3 OC LHR,,INNO3D,N308T3-126XX-1810VA44,0835168001930,,300 mm,3.0,2,0,1,3,0,0,1680 MHz,12 GB,19000 MHz,320 W,
INNO3D GeForce RTX 3080 Twin X2 OC LHR,,INNO3D,N30802-106XX-1810VA34H,4895223102008,,274 mm,3.0,2,0,1,3,0,0,1725 MHz,10 GB,19000 MHz,320 W,
INNO3D GeForce RTX 3080 X3 LHR,,INNO3D,N30803-106X-1810VA44H,4895223102695,,300 mm,2.0,2,0,1,3,0,0,MHz,10 GB,19000 MHz,750 W,
INNO3D GeForce RTX 3080 X3 OC LHR,,INNO3D,N30803-106XX-1810VA44H,0835168002302,,300 mm,3.0,2,0,1,3,0,0,1725 MHz,10 GB,19000 MHz,340 W,
INNO3D GeForce RTX 3090 Gaming X3,,INNO3D,N30903-246X-1880VA37N,0835168001558,,300 mm,3.0,2,0,1,3,0,0,1695 MHz,24 GB,19500 MHz,350 W,
INNO3D GeForce RTX 3090 iChill Frostbite,,INNO3D,C3090-246XX-1880FB,4895223101612,,226 mm,2.0,2,0,1,3,0,0,1755 MHz,24 GB,19500 MHz,370 W,
INNO3D GeForce RTX 3090 iChill X3,,INNO3D,C30903-246XX-1880VA37,4895223101520,,300 mm,3.0,2,0,1,3,0,0,1755 MHz,24 GB,19500 MHz,370 W,
