rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
84,19000,Automotive,Eric Li,59,China,Hangzhou,Automobiles,Automotive,China,,TRUE,D,M,6/1/1963 0:00,Li,Eric,,4/4/2023 5:01,,,1963,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
84,19000,Metals & Mining,Wang Wenyin,55,China,Shenzhen,"Mining, copper products",Metals & Mining,China,,TRUE,U,M,3/1/1968 0:00,Wang,Wenyin,,4/4/2023 5:01,,,1968,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
86,18900,Diversified,Eyal Ofer,72,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,,FALSE,U,M,6/2/1950 0:00,Ofer,Eyal,,4/4/2023 5:01,,,1950,6,2,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158
86,18900,Food & Beverage,Qin Yinglin,57,China,Nanyang,Pig breeding,Food & Beverage,China,,TRUE,D,M,4/17/1965 0:00,Qin,Yinglin,,4/4/2023 5:01,,,1965,4,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
88,18700,Automotive,Wang Chuanfu,57,China,Shenzhen,"Batteries, automobiles",Automotive,China,,TRUE,D,M,2/15/1966 0:00,Wang,Chuanfu,,4/4/2023 5:01,,,1966,2,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
89,18500,Energy,Harold Hamm & family,77,United States,Oklahoma City,Oil & gas,Energy,United States,Continental Resources Inc. ,TRUE,U,M,12/11/1945 0:00,Hamm,Harold,Chairman and CEO,4/4/2023 5:01,Oklahoma,South,1945,12,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
89,18500,Finance & Investments,David Tepper,65,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Appaloosa Management,TRUE,U,M,9/11/1957 0:00,Tepper,David,President and Founder,4/4/2023 5:01,Florida,South,1957,9,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
89,18500,Energy,Gennady Timchenko,70,Russia,Moscow,"Oil, gas",Energy,Russia,,TRUE,U,M,11/9/1952 0:00,Timchenko,Gennady,,4/4/2023 5:01,,,1952,11,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
92,18000,Finance & Investments,Daniel Gilbert,61,United States,Franklin,Quicken Loans,Finance & Investments,United States,,TRUE,D,M,1/17/1962 0:00,Gilbert,Daniel,,4/4/2023 5:01,Michigan,Midwest,1962,1,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
93,17700,Metals & Mining,Lakshmi Mittal,72,United Kingdom,London,Steel,Metals & Mining,India,ArcelorMittal (ADR),FALSE,D,M,6/15/1950 0:00,Mittal,Lakshmi,Chairman and CEO,4/4/2023 5:01,,,1950,6,15,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
94,17500,Finance & Investments,Steve Cohen,66,United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,TRUE,U,M,6/11/1956 0:00,Cohen,Steve,Founder,4/4/2023 5:01,Connecticut,Northeast,1956,6,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
94,17500,Finance & Investments,Carl Icahn,87,United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,TRUE,U,M,2/16/1936 0:00,Icahn,Carl,Founder,4/4/2023 5:01,Florida,South,1936,2,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
94,17500,Metals & Mining,Savitri Jindal & family,73,India,Hisar,Steel,Metals & Mining,India,,FALSE,D,F,3/20/1950 0:00,Jindal,Savitri,,4/4/2023 5:01,,,1950,3,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
97,17400,Real Estate,Donald Bren,90,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,TRUE,U,M,5/11/1932 0:00,Bren,Donald,Chairman,4/4/2023 5:01,California,West,1932,5,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
97,17400,Fashion & Retail,"John Menard, Jr.",83,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",TRUE,U,M,1/22/1940 0:00,Menard,John,Founder,4/4/2023 5:01,Wisconsin,Midwest,1940,1,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
99,17100,Media & Entertainment,Rupert Murdoch & family,92,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,FALSE,D,M,3/11/1931 0:00,Murdoch,Rupert,Chairman and CEO,4/4/2023 5:01,New York,Northeast,1931,3,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
100,16700,Finance & Investments,Vicky Safra & family,70,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,,FALSE,U,F,1/1/1953 0:00,Safra,Vicky,,4/4/2023 5:01,,,1953,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,,FALSE,D,M,1/1/1951 0:00,Albrecht,Theo,,4/4/2023 5:01,,,1951,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
101,16500,Finance & Investments,Renata Kellnerova & family,55,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,,FALSE,D,F,7/4/1967 0:00,Kellnerova,Renata,,4/4/2023 5:01,,,1967,7,4,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962
103,16300,Healthcare,Li Xiting,72,China,Shenzhen,medical devices,Healthcare,Singapore,,TRUE,D,M,1/1/1951 0:00,Li,Xiting,,4/4/2023 5:01,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
104,16200,Fashion & Retail,Stefan Persson,75,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,FALSE,D,M,10/4/1947 0:00,Persson,Stefan,Chairman,4/4/2023 5:01,,,1947,10,4,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
104,16200,Technology,Eric Schmidt,67,United States,Atherton,Google,Technology,United States,,TRUE,D,M,4/27/1955 0:00,Schmidt,Eric,,4/4/2023 5:01,California,West,1955,4,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
106,16000,Finance & Investments,Michael Platt,55,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,TRUE,U,M,3/18/1968 0:00,Platt,Michael,Founder ,4/4/2023 5:01,,,1968,3,18,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
107,15900,Food & Beverage,Pang Kang,67,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,1/19/1956 0:00,Pang,Kang,,4/4/2023 5:01,,,1956,1,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,,FALSE,Split Family Fortune,M,,Albrecht Jr.,Karl,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
108,15800,Fashion & Retail,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,,FALSE,Split Family Fortune,F,,Heister,Beate,,4/4/2023 5:01,,,,,,,,,,,,,,,,
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83,Switzerland,Zurich,Beer,Food & Beverage,Brazil,,TRUE,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,"Investor, Philanthropist",4/4/2023 5:01,,,1939,8,26,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
108,15800,Real Estate,Peter Woo,76,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,D,M,9/5/1946 0:00,Woo,Peter,,4/4/2023 5:01,,,1946,9,5,,,,,,,,,,,
112,15600,Healthcare,Dilip Shanghvi,67,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,E,M,10/1/1955 0:00,Shanghvi,Dilip,,4/4/2023 5:01,,,1955,10,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
113,15500,Technology,Robert Pera,45,United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,TRUE,U,M,3/10/1978 0:00,Pera,Robert,Chief Executive Officer,4/4/2023 5:01,California,West,1978,3,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
114,15300,Fashion & Retail,Radhakishan Damani,68,India,Mumbai,"Retail, investments",Fashion & Retail,India,,TRUE,D,M,1/1/1955 0:00,Damani,Radhakishan,,4/4/2023 5:01,,,1955,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
115,15200,Automotive,Huang Shilin,56,China,Ningde,Batteries,Automotive,China,,TRUE,D,M,1/1/1967 0:00,Huang,Shilin,,4/4/2023 5:01,,,1967,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
116,14900,Diversified,Dhanin Chearavanont,83,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,U,M,4/19/1939 0:00,Chearavanont,Dhanin,,4/4/2023 5:01,,,1939,4,19,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
116,14900,Fashion & Retail,David Green & family,81,United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,TRUE,U,M,11/13/1941 0:00,Green,David,CEO,4/4/2023 5:01,Oklahoma,South,1941,11,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,,TRUE,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,,4/4/2023 5:01,,,1944,5,2,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68,United Kingdom,London,Heineken,Food & Beverage,Netherlands,,FALSE,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,,4/4/2023 5:01,,,1954,6,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
120,14600,Healthcare,Xu Hang,60,China,Shenzhen,Medical devices,Healthcare,Hong Kong,,TRUE,D,M,5/22/1962 0:00,Xu,Hang,,4/4/2023 5:01,,,1962,5,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
121,14500,Automotive,Wei Jianjun & family,59,China,Baoding,Automobiles,Automotive,China,,TRUE,D,M,3/1/1964 0:00,Wei,Jianjun,,4/4/2023 5:01,,,1964,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
122,14400,Metals & Mining,Alisher Usmanov,69,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,TRUE,U,M,9/9/1953 0:00,Usmanov,Alisher,Founder,4/4/2023 5:01,,,1953,9,9,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650,41.377491,64.585262
123,14300,Manufacturing,Goh Cheng Liang,95,Singapore,Singapore,Paints,Manufacturing,Singapore,,TRUE,U,M,6/27/1927 0:00,Goh,Cheng Liang,,4/4/2023 5:01,,,1927,6,27,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
124,14200,Diversified,Kumar Birla,55,India,Mumbai,Commodities,Diversified,India,,FALSE,D,M,6/14/1967 0:00,Birla,Kumar,,4/4/2023 5:01,,,1967,6,14,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
124,14200,Manufacturing,Aliko Dangote,65,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,TRUE,U,M,4/10/1957 0:00,Dangote,Aliko,CEO,4/4/2023 5:01,,,1957,4,10,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277
126,14100,Real Estate,Kwong Siu-hing,93,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,U,F,12/2/1929 0:00,Kwong,Siu-hing,,4/4/2023 5:01,,,1929,12,2,,,,,,,,,,,
127,14000,Diversified,Idan Ofer,67,United Kingdom,London,Shipping,Diversified,Israel,,FALSE,U,M,10/2/1955 0:00,Ofer,Idan,,4/4/2023 5:01,,,1955,10,2,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
128,13900,Healthcare,Chen Bang,57,China,Changsha,Hospitals,Healthcare,China,,TRUE,U,M,9/1/1965 0:00,Chen,Bang,,4/4/2023 5:01,,,1965,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
128,13900,Gambling & Casinos,Lui Che Woo,94,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,,TRUE,U,M,4/1/1929 0:00,Lui,Che Woo,,4/4/2023 5:01,,,1929,4,1,,,,,,,,,,,
130,13700,Logistics,John Fredriksen,78,United Kingdom,London,Shipping,Logistics,Cyprus,,TRUE,U,M,2/1/1945 0:00,Fredriksen,John,Investor,4/4/2023 5:01,,,1945,2,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
130,13700,Construction & Engineering,Diane Hendricks,76,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,TRUE,U,F,3/2/1947 0:00,Hendricks,Diane,Cofounder,4/4/2023 5:01,Wisconsin,Midwest,1947,3,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
130,13700,Technology,Jan Koum,47,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,TRUE,U,M,2/24/1976 0:00,Koum,Jan,"CEO, cofounder",4/4/2023 5:01,California,West,1976,2,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Sports,Jerry Jones,80,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,TRUE,U,M,10/13/1942 0:00,Jones,Jerry,President and General Manager,4/4/2023 5:01,Texas,South,1942,10,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Energy,George Kaiser,80,United States,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,FALSE,U,M,7/29/1942 0:00,Kaiser,George,Chairman,4/4/2023 5:01,Oklahoma,South,1942,7,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Real Estate,Joseph Lau,71,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,TRUE,D,M,7/21/1951 0:00,Lau,Joseph,,4/4/2023 5:01,,,1951,7,21,,,,,,,,,,,
136,13200,Automotive,Lu Xiangyang,60,China,Guangzhou,"Automobiles, batteries",Automotive,China,,TRUE,D,M,12/28/1962 0:00,Lu,Xiangyang,,4/4/2023 5:01,,,1962,12,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
137,13100,Real Estate,Harry Triguboff,90,Australia,Sydney,Real estate,Real Estate,Australia,,TRUE,U,M,3/3/1933 0:00,Triguboff,Harry,,4/4/2023 5:01,,,1933,3,3,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
138,12900,Finance & Investments,Uday Kotak,64,India,Mumbai,Banking,Finance & Investments,India,,TRUE,D,M,3/15/1959 0:00,Kotak,Uday,,4/4/2023 5:01,,,1959,3,15,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
138,12900,Sports,Stanley Kroenke,75,United States,Electra,"Sports, real estate",Sports,United States,,TRUE,U,M,7/29/1947 0:00,Kroenke,Stanley,,4/4/2023 5:01,Texas,South,1947,7,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
140,12600,Energy,Mikhail Fridman,58,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,,TRUE,U,M,4/21/1964 0:00,Fridman,Mikhail,,4/4/2023 5:01,,,1964,4,21,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
141,12300,Energy,Sarath Ratanavadi,57,Thailand,Bangkok,Energy,Energy,Thailand,,TRUE,U,M,7/12/1965 0:00,Ratanavadi,Sarath,,4/4/2023 5:01,,,1965,7,12,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
142,12200,Metals & Mining,Dang Yanbao,50,China,Yinchuan,Coal,Metals & Mining,China,,TRUE,D,M,2/1/1973 0:00,Dang,Yanbao,,4/4/2023 5:01,,,1973,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
142,12200,Healthcare,Jiang Rensheng & family,69,China,Chongqing,Vaccines,Healthcare,China,,TRUE,D,M,10/8/1953 0:00,Jiang,Rensheng,,4/4/2023 5:01,,,1953,10,8,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
144,12100,Automotive,Shahid Khan,72,United States,Naples,Auto parts,Automotive,United States,,TRUE,U,M,7/18/1950 0:00,Khan,Shahid,,4/4/2023 5:01,Florida,South,1950,7,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
145,12000,Technology,Laurene Powell Jobs & family,59,United States,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,FALSE,D,F,11/6/1963 0:00,Powell Jobs,Laurene,"Investor, Philanthropist",4/4/2023 5:01,California,West,1963,11,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
146,11800,Diversified,Robert Kuok,99,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,,TRUE,U,M,10/6/1923 0:00,Kuok,Robert,,4/4/2023 5:01,,,1923,10,6,,,,,,,,,,,
147,11600,Real Estate,Stephen Ross,82,United States,New York,Real estate,Real Estate,United States,,TRUE,U,M,5/10/1940 0:00,Ross,Stephen,,4/4/2023 5:01,New York,Northeast,1940,5,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
148,11500,Technology,Pavel Durov,38,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,,TRUE,D,M,10/10/1984 0:00,Durov,Pavel,,4/4/2023 5:01,,,1984,10,10,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,TRUE,D,M,2/16/1950 0:00,Struengmann,Andreas,,4/4/2023 5:01,,,1950,2,16,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,TRUE,D,M,2/16/1950 0:00,Struengmann,Thomas,,4/4/2023 5:01,,,1950,2,16,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
151,11400,Food & Beverage,Liu Hanyuan,59,China,Chengdu,Agribusiness,Food & Beverage,China,,TRUE,D,M,1/1/1964 0:00,Liu,Hanyuan,,4/4/2023 5:01,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
151,11400,Fashion & Retail,Michael Rubin,50,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,TRUE,U,M,7/21/1972 0:00,Rubin,Michael,CEO,4/4/2023 5:01,Pennsylvania,Northeast,1972,7,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
153,11300,Finance & Investments,Israel Englander,74,United States,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",TRUE,D,M,9/30/1948 0:00,Englander,Israel,Founder,4/4/2023 5:01,New York,Northeast,1948,9,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
153,11300,Manufacturing,Viatcheslav Kantor,69,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,,TRUE,U,M,9/8/1953 0:00,Kantor,Viatcheslav,,4/4/2023 5:01,,,1953,9,8,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
153,11300,Manufacturing,Anthony Pratt,62,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,FALSE,D,M,4/11/1960 0:00,Pratt,Anthony,,4/4/2023 5:01,,,1960,4,11,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
153,11300,Finance & Investments,Mikhail Prokhorov,57,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,,TRUE,U,M,5/3/1965 0:00,Prokhorov,Mikhail,,4/4/2023 5:01,,,1965,5,3,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
157,11100,Fashion & Retail,Giorgio Armani,88,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,TRUE,U,M,7/11/1934 0:00,Armani,Giorgio,,4/4/2023 5:01,,,1934,7,11,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
157,11100,Fashion & Retail,Johann Rupert & family,72,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,,FALSE,U,M,6/1/1950 0:00,Rupert,Johann,,4/4/2023 5:01,,,1950,6,1,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,,TRUE,D,M,1/1/1965 0:00,Gong,Hongjia,,4/4/2023 5:01,,,1965,1,1,,,,,,,,,,,
159,11000,Technology,Zhang Zhidong,51,China,Shenzhen,Internet media,Technology,China,,TRUE,D,M,1/1/1972 0:00,Zhang,Zhidong,,4/4/2023 5:01,,,1972,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
161,10900,Finance & Investments,Philip Anschutz,83,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,,FALSE,E,M,12/28/1939 0:00,Anschutz,Philip,,4/4/2023 5:01,Colorado,West,1939,12,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
161,10900,Fashion & Retail,Judy Love & family,85,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,TRUE,U,F,6/17/1937 0:00,Love,Judy,Chairman and CEO,4/4/2023 5:01,Oklahoma,South,1937,6,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,,FALSE,D,M,10/19/1955 0:00,Salinas Pliego,Ricardo,,4/4/2023 5:01,,,1955,10,19,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
164,10700,Media & Entertainment,Donald Newhouse,93,United States,New York,Media,Media & Entertainment,United States,,FALSE,D,M,8/5/1929 0:00,Newhouse,Donald,,4/4/2023 5:01,New York,Northeast,1929,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
165,10600,Sports,Robert Kraft,81,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,The Kraft Group,TRUE,U,M,6/5/1941 0:00,Kraft,Robert,Chairman & CEO,4/4/2023 5:01,Massachusetts,Northeast,1941,6,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,,TRUE,U,M,1/1/1950 0:00,Telles,Marcel Herrmann,,4/4/2023 5:01,,,1950,1,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,Moscow,Gold,Finance & Investments,Russia,,TRUE,U,M,3/12/1966 0:00,Kerimov & family,Suleiman,,4/4/2023 5:01,,,1966,3,12,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
167,10500,Fashion & Retail,Sky Xu,39,China,Guangzhou,E-commerce,Fashion & Retail,China,,TRUE,U,M,1/1/1984 0:00,Xu,Sky,,4/4/2023 5:01,,,1984,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
