"name","rank","year","company.founded","company.name","company.relationship","company.sector","company.type","demographics.age","demographics.gender","location.citizenship","location.country code","location.gdp","location.region","wealth.type","wealth.worth in billions","wealth.how.category","wealth.how.from emerging","wealth.how.industry","wealth.how.inherited","wealth.how.was founder","wealth.how.was political"
"George Soros","50","2001","1969","Soros Fund Management","founder","hedge funds","new","70","male","United States","USA","10600000000000.0","North America","self-made finance","6.0","Financial","True","Hedge funds","not inherited","True","True"
"Nasser Al-Kharafi","50","2001","1956","Kharafi Group","relation","construction","new","57","male","Kuwait","KWT","34890773880.0","Middle East/North Africa","inherited","6.0","Non-Traded Sectors","True","Constrution","father","True","True"
"Abigail Johnson","50","2014","1946","Fidelity Investments","relation","investment banking","new","52","female","United States","USA","0.0","North America","inherited","17.3","Financial","True","Money Management","3rd generation","True","True"
"Boehringer family","51","1996","1885","Poehringer Ingelheim","relation","pharmaceuticals","new","0","","Germany","DEU","2500000000000.0","Europe","inherited","4.1","New Sectors","True","Technology-Medical","3rd generation","True","True"
"Viktor Vekselberg","51","2014","1990","Renova Group","founder","aluminum, oil","new","56","male","Russia","RUS","0.0","Europe","privatized and resources","17.2","Resource Related","True","Mining and metals","not inherited","True","True"
"David Sainsbury","52","1996","1869","Sainsbury's","relation","groceries","new","55","male","United Kingdom","GBR","1310000000000.0","Europe","inherited","4.1","Non-Traded Sectors","True","Retail, Restaurant","4th generation","True","True"
"Lee Shau Kee","52","2001","1976","Henderson Land Development","founder/chairman","real estate","new","73","male","Hong Kong","HKG","169000000000.0","East Asia","self-made finance","5.9","Financial","True","Real Estate","not inherited","True","True"
"Lakshmi Mittal","52","2014","1989","ArcelorMittal","founder","steel","new","63","male","India","IND","0.0","South Asia","inherited","16.7","Resource Related","True","Non-consumer industrial","father","True","True"
"Seydoux/Schlumberger families","53","1996","1926","Schlumberger Well Services","","oilfield services","new","0","","France","FRA","1610000000000.0","Europe","inherited","4.0","New Sectors","True","Technology-Medical","not inherited","True","True"
"Eli Broad","53","2001","1957","Kaufman and Broad, SunAmerica","founder","construction/insurance","new/aquired","67","male","United States","USA","10600000000000.0","North America","self-made finance","5.8","Financial","True","Money Management","not inherited","True","True"
"Vladimir Lisin","53","2014","1992","NLMK","owner","steel","aquired","57","male","Russia","RUS","0.0","Europe","privatized and resources","16.6","Resource Related","True","Non-consumer industrial","not inherited","True","True"
"Masatoshi Ito","54","1996","1961","Ito-Yokado","founder","retail","new","71","male","Japan","JPN","4710000000000.0","East Asia","founder non-finance","4.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"James Goodnight","54","2001","1976","SAS institute","founder","software","new","58","male","United States","USA","10600000000000.0","North America","founder non-finance","5.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Cheng Yu-tung","54","2014","1929","Chow Tai Fook Enterprises","relation","real estate","new","88","male","Hong Kong","HKG","0.0","East Asia","inherited","16.2","Financial","True","Diversified financial","father","True","True"
"Fukuzo Iwasaki","55","1996","1923","Iwasaki Sangyo Group","relation","real estate","new","71","male","Japan","JPN","4710000000000.0","East Asia","inherited","4.0","Financial","True","Real Estate","father","True","True"
"Kyosuke Kinoshita","55","2001","1948","Acom","relation","consumer loans","new","60","male","Japan","JPN","4160000000000.0","East Asia","inherited","5.6","Financial","True","Money Management","father","True","True"
"Masayoshi Son","55","2001","1981","Softbank","founder/CEO","technology","new","43","male","Japan","JPN","4160000000000.0","East Asia","founder non-finance","5.6","Non-Traded Sectors","True","Media","not inherited","True","True"
"Joseph Safra","55","2014","1955","Banco Safra (now Saftra Group)","founder","banking","new","75","male","Brazil","BRA","0.0","Latin America","self-made finance","16.0","Financial","True","Money Management","not inherited","True","True"
"Mustafa Rahmi Koc","56","1996","1926","Koc Holding","relation","energy, retail, manufacturing","new","65","male","Turkey","TUR","181000000000.0","Middle East/North Africa","inherited","4.0","Financial","True","Money Management","3rd generation","True","True"
"Paul Allen","56","2014","1975","Microsoft","founder","technology","new","61","male","United States","USA","0.0","North America","founder non-finance","15.9","New Sectors","True","Technology-Computer","not inherited","True","True"
"Barbara Cox Anthony","57","1996","1898","Cox Enterprises","relation","media","aquired","72","female","United States","USA","8100000000000.0","North America","inherited","4.0","Non-Traded Sectors","True","Media","father","True","True"
"Luciano Benetton","57","2001","1965","Benetton Group","founder","fashion","new","65","male","Italy","ITA","1160000000000.0","Europe","founder non-finance","5.5","Traded Sectors","True","Consumer","not inherited","True","True"
"Robert Pritzker","57","2001","1957","Hyatt","founder","hotels","aquired","74","male","United States","USA","10600000000000.0","North America","self-made finance","5.5","Financial","True","Real Estate","father","True","True"
"Thomas Pritzker","57","2001","1957","Hyatt","relation","hotels","aquired","50","male","United States","USA","10600000000000.0","North America","inherited","5.5","Financial","True","Real Estate","father","True","True"
"Leonid Mikhelson","57","2014","1994","Novatek","chairman of management committee","gas","new","58","male","Russia","RUS","0.0","Europe","privatized and resources","15.6","Resource Related","True","Energy","not inherited","True","True"
"Anne Cox Chambers","58","1996","1898","Cox Enterprises","relation","media","aquired","76","female","United States","USA","8100000000000.0","North America","inherited","4.0","Non-Traded Sectors","True","Media","father","True","True"
"Anne Cox Chambers","58","2014","1898","Cox Enterprises","relation","media","aquired","94","female","United States","USA","0.0","North America","inherited","15.5","Non-Traded Sectors","True","Media","father","True","True"
"Francois Pinault","58","2014","1963","Pinault-Printemps-Redoute (PPR), now known as Kering","founder","apparel","new","77","male","France","FRA","0.0","Europe","founder non-finance","15.5","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Iris Fontbona","58","2014","1888","Antofagasta PLC","relation","mining","aquired","71","female","Chile","CHL","0.0","Latin America","inherited","15.5","Resource Related","True","Mining and metals","spouse/widow","True","True"
"Ronald Perelman","59","1996","1980","MacAnderws and Forbes Holdings","founder","holding company","aquired","53","male","United States","USA","8100000000000.0","North America","self-made finance","4.0","Financial","True","Private equity/leveraged buyout","not inherited","True","True"
"Akira Mori","60","1996","1959","Mori Building","relation","construction","new","66","male","Japan","JPN","4710000000000.0","East Asia","inherited","3.9","Financial","True","Real Estate","father","True","True"
"Curt Engelhorn","60","2001","1865","BASF/Boehringer Mannheim/DePuy","relation","pharmaceuticals","new","74","male","Germany","DEU","1950000000000.0","Europe","inherited","5.4","New Sectors","True","Technology-Medical","4th generation","True","True"
"Gordon Moore","60","2001","1968","Intel ","founder","technology","new","72","male","United States","USA","10600000000000.0","North America","founder non-finance","5.4","New Sectors","True","Technology-Computer","not inherited","True","True"
"Hasso Plattner","60","2001","1972","SAP AG","founder","software","new","57","male","Germany","DEU","1950000000000.0","Europe","founder non-finance","5.4","New Sectors","True","Technology-Computer","not inherited","True","True"
"Paul-Louis Halley","60","2001","1961","Promodes","relation","retail","new","0","male","France","FRA","1380000000000.0","Europe","executive","5.4","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Otto Beisheim","61","1996","1963","Metro AG","founder","groceries","new","72","male","Germany","DEU","2500000000000.0","Europe","founder non-finance","3.8","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Azim Premji","61","2014","1945","Wipro Limited","relation","software","new","68","male","India","IND","0.0","South Asia","inherited","15.3","New Sectors","True","Technology-Computer","father","True","True"
"Gennady Timchenko","61","2014","2000","Gunvor Group","founder","oil trading","new","61","male","Russia","RUS","0.0","Europe","privatized and resources","15.3","Resource Related","True","Energy","not inherited","True","True"
"Mohammad Al Amoudi","61","2014","1970","MIDROC","founder","construction/real estate","new","67","male","Saudi Arabia","SAU","0.0","Middle East/North Africa","privatized and resources","15.3","Resource Related","True","Energy","not inherited","True","True"
"Madeleine Schickedanz","62","1996","1927","Quelle Versand","relation","retail","new","52","female","Germany","DEU","2500000000000.0","Europe","inherited","3.8","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Brenninkmeijer family","63","1996","1841","C&A","relation","retail","new","0","","Netherlands","NLD","443000000000.0","Europe","inherited","3.8","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Gordon Moore","64","1996","1968","Intel ","founder","technology","new","67","male","United States","USA","8100000000000.0","North America","founder non-finance","3.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Friedrich Flick","64","2001","1919","Friedrich Flick Industrial Holding","relation","coal","new","74","male","Germany","DEU","1950000000000.0","Europe","inherited","5.3","Financial","True","Money Management","father","True","True"
"Gustavo Cisneros","64","2001","1929","Cisneros Group","relation","media","new","55","male","Venezuela","VEN","123000000000.0","Latin America","inherited","5.3","Non-Traded Sectors","True","Media","father","True","True"
