ID	Tweet	Affect Dimension	Intensity Score
2017-En-10901	You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.	anger	0.500
2017-En-10833	Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat	anger	0.188
2017-En-10572	the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage	anger	0.417
2017-En-10889	Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'	anger	0.417
2017-En-40262	whenever i pout i just want Adrian to appear and tell me to stop pouting or else	anger	0.521
2017-En-11381	very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage	anger	0.771
2017-En-10507	@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp	anger	0.458
2017-En-10986	Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging	anger	0.755
2017-En-10593	Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone	anger	0.434
2017-En-10470	British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!	anger	0.479
2017-En-10096	@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.	anger	0.831
2017-En-11637	@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace	anger	0.339
2017-En-10237	They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...	anger	0.583
2017-En-10132	@soyoprincess they irritate me. Them and their inch thick made up masks	anger	0.667
2017-En-11279	@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned	anger	0.729
2017-En-11367	Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual	anger	0.312
2017-En-11265	I asked Jared to marry me and he said no. 	anger	0.521
2017-En-10121	SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2	anger	0.764
2017-En-11119	Y'all bitches be so angry and bitter, that must truly suck lol	anger	0.708
2017-En-10027	Bloody parking ticket 😒💸 #fuming	anger	0.792
2017-En-11319	Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute	anger	0.396
2017-En-11347	@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater	anger	0.375
2017-En-11342	@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk	anger	0.646
2017-En-10491	@cxmbeferre so you WOULDNT date me????? 	anger	0.458
2017-En-11289	This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,	anger	0.688
2017-En-10276	@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.	anger	0.562
2017-En-11301	Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡	anger	0.750
2017-En-10047	Still can't log into my fucking Snapchat #Snapchat 	anger	0.771
2017-En-10350	#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown	anger	0.521
2017-En-11233	@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad	anger	0.667
2017-En-11202	@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.	anger	0.562
2017-En-10266	I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes	anger	0.562
2017-En-10202	@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby	anger	0.571
2017-En-10119	@XemitSellsMagic add tracking but resent them	anger	0.688
2017-En-10621	People often grudge others what they cannot enjoy themselves.	anger	0.396
2017-En-11696	@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?	anger	0.646
2017-En-11310	@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup	anger	0.484
2017-En-10497	Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo	anger	0.458
2017-En-10780	@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️	anger	0.271
2017-En-10081	So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended	anger	0.729
2017-En-10082	The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks	anger	0.863
2017-En-10667	@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat	anger	0.375
2017-En-10984	@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos	anger	0.648
2017-En-10302	ESPN just assumed I wanted their free magazines #offended	anger	0.542
2017-En-11034	Weak people revenge. Strong people forgive. Intelligent people ignore.	anger	0.271
2017-En-11574	@Matt_Lat fuming ain't the word	anger	0.646
2017-En-11446	@Kruzer You're not stealing my girl, I've solo'd Crota's End flawlessly. Do not try or face the wrath of the machine 😤	anger	0.458
2017-En-10051	People fuckin irritate me	anger	0.750
2017-En-11431	I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer	anger	0.663
2017-En-11472	@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted😬	anger	0.792
2017-En-10210	Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp	anger	0.625
2017-En-10819	Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen	anger	0.208
2017-En-10619	i resent biting my tongue.	anger	0.396
2017-En-11670	@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em	anger	0.479
2017-En-10387	#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen	anger	0.500
2017-En-10954	They gonna give this KKk police bitch the minimum sentence..just wattch #angry	anger	0.877
2017-En-11255	@takumasgirl I fell and heard a snap hffffhj	anger	0.271
2017-En-11068	@Shonna_Ludi @_braaaat_ 😂😂😭😭😭 resentment	anger	0.438
2017-En-10384	@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW	anger	0.500
2017-En-10620	You can't fight the elephants until you have wrestled the pigs. #quoteoftheday 	anger	0.396
2017-En-10207	Can't believe I've only got 2 days off left 🙄 #backtoreality #raging	anger	0.625
2017-En-40338	That AK47 leave your spine with a frown	anger	0.521
2017-En-10045	i feel furious	anger	0.771
2017-En-11440	I love when people say they aren't racist right before they say some racist shit... Not how that works... 	anger	0.583
2017-En-41074	@loueezecee I don't know how much more of that bloody pout I can take!!	anger	0.625
2017-En-11666	Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge 	anger	0.417
2017-En-40285	come on let's make em hate 😘make em pout they face 👿😩.	anger	0.521
2017-En-10890	All Brian does is sleep and aggravate me	anger	0.833
2017-En-31106	Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche	anger	0.292
2017-En-10288	luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick	anger	0.562
2017-En-11629	not near my kitchen so unfortunately I cannot do a cooking snap series 🍳	anger	0.333
2017-En-11592	You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤	anger	0.521
2017-En-11542	I'm not use to getting up early asf this shit goin irritate me.	anger	0.708
2017-En-10800	testing 	anger	0.250
2017-En-11370	Bon on allume madden	anger	0.312
2017-En-10952	@eMilsOnWheels I'm furious 😩😩😩	anger	0.708
2017-En-10694	Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.	anger	0.354
2017-En-10871	Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. 	anger	0.202
2017-En-10535	The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!	anger	0.438
2017-En-10994	A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol	anger	0.333
2017-En-10524	That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. 	anger	0.438
2017-En-10005	My blood is boiling	anger	0.875
2017-En-11474	@BitchestheCat Look at those teef! 	anger	0.396
2017-En-10669	That is at least the 3rd time the balls been burst in our games	anger	0.375
2017-En-10172	Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter	anger	0.646
2017-En-11025	Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.	anger	0.438
2017-En-11517	@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.	anger	0.500
2017-En-10217	@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either	anger	0.468
2017-En-10641	you are an angry glass of vodka	anger	0.375
2017-En-10818	@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle 	anger	0.208
2017-En-11582	#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)'	anger	0.438
2017-En-11656	@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.	anger	0.295
2017-En-10218	@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.	anger	0.604
2017-En-10668	Nor hell a fury like a woman scorned -- William Congreve	anger	0.375
2017-En-11536	@RussellHartness @Mariners @BlueJays :  Wrongdoing!  Grrr.  After the fact, I know, but emailing displeasure now anyway .	anger	0.604
2017-En-10896	@LeonWobYP b***er off. NCFC is a grudge match :)	anger	0.542
2017-En-10133	@ChurdAllan fucked my coupon that goal! 	anger	0.667
2017-En-11330	@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	anger	0.542
2017-En-10022	I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault	anger	0.812
2017-En-10098	I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes	anger	0.708
2017-En-11625	You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry	anger	0.667
2017-En-10696	@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days	anger	0.328
2017-En-40614	I wanna see you smile I don't wanna see you make a frown	anger	0.250
2017-En-11155	Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh	anger	0.676
2017-En-10364	Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger	0.521
2017-En-10010	im so mad about power rangers. im incensed. im furious.	anger	0.667
2017-En-10334	I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well	anger	0.542
2017-En-11673	He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees 	anger	0.214
